name,measurementDate,measurementTime,Latitude,Longitude,Temperature,Humidity,Pression,PM25,PM10,,
2,26/03/2020,04:57:09,32.6241329,32.6382761,-115.5068519,54,104,50,29,,
1,31/01/2020,05:57:09,32.6338790,32.6232283,-115.5018075,43,102,55,30,,
1,05/09/2020,06:57:09,32.6299463,32.6339405,-115.5017171,63,104,53,29,,
1,21/02/2020,07:57:09,32.6269190,32.6383644,-115.5037503,51,103,56,21,,
2,23/03/2020,08:57:09,32.6246214,32.6313206,-115.5000305,63,101,53,32,,
3,05/06/2020,09:57:09,32.6346615,32.6257617,-115.5004541,45,105,54,14,,
2,13/09/2020,10:57:09,32.6297867,32.621364,-115.5016728,57,100,54,35,,
1,19/02/2020,11:57:09,32.6255260,32.6305007,-115.5004554,54,105,54,9,,
1,20/10/2020,12:57:09,32.6182323,32.6373485,-115.5023346,51,103,54,19,,
2,12/09/2020,13:57:09,32.6202651,32.6373648,-115.5058129,40,104,50,19,,
1,04/04/2020,14:57:09,32.6288418,32.6321761,-115.5006966,43,105,55,29,,
2,11/06/2020,15:57:09,32.6281352,32.6236673,-115.5083479,62,100,53,14,,
1,15/11/2020,16:57:09,32.6209746,32.6299865,-115.5055776,60,103,52,12,,
1,22/12/2020,17:57:09,32.6308108,32.6291607,-115.5081333,62,102,56,13,,
1,21/10/2020,18:57:09,32.6366938,32.6344974,-115.5022754,42,104,52,29,,
1,05/12/2020,19:57:09,32.6285467,32.6353539,-115.5032766,44,101,56,29,,
1,28/06/2020,20:57:09,32.6337457,32.6335875,-115.5010489,56,100,55,23,,
2,13/03/2020,21:57:09,32.6244106,32.6235276,-115.5078264,48,102,50,28,,
2,22/01/2020,22:57:09,32.6343379,32.6184966,-115.5015346,43,104,56,21,,
2,13/08/2020,23:57:09,32.6281192,32.6183898,-115.5099277,40,103,50,25,,
2,22/05/2020,00:57:09,32.6282644,32.61863,-115.5064493,64,100,54,10,,
1,11/05/2020,01:57:09,32.6190325,32.6195303,-115.5072193,43,102,52,11,,
2,20/03/2020,02:57:09,32.6369054,32.6179967,-115.5092532,43,102,53,23,,
1,04/04/2020,03:57:09,32.6197202,32.6286411,-115.5068454,41,103,52,25,,
3,16/05/2020,04:57:09,32.6254091,32.6203932,-115.5056759,46,104,52,13,,
2,03/08/2020,05:57:09,32.6292755,32.6235522,-115.5010411,43,102,52,22,,
3,06/06/2020,06:57:09,32.6244473,32.6334817,-115.5093117,46,101,56,30,,
1,10/07/2020,07:57:09,32.6265643,32.6317957,-115.4992733,55,100,54,14,,
1,27/02/2020,08:57:09,32.6237024,32.6342658,-115.5019404,55,102,54,11,,
1,16/11/2020,09:57:09,32.6212908,32.6246885,-115.5098641,48,104,52,28,,
2,30/10/2020,10:57:09,32.6310794,32.6357731,-115.5072144,61,102,55,18,,
2,19/03/2020,11:57:09,32.6384230,32.6259263,-115.5057484,58,100,50,12,,
1,14/11/2020,12:57:09,32.6203573,32.6251438,-115.5072757,50,104,50,13,,
2,24/05/2020,13:57:09,32.6266095,32.6325948,-115.5049587,61,104,50,11,,
3,03/03/2020,14:57:09,32.6203735,32.6376091,-115.510124,60,105,50,28,,
1,09/03/2020,15:57:09,32.6301475,32.6372994,-115.5053215,45,101,56,33,,
3,13/10/2020,16:57:09,32.6174523,32.6182108,-115.5037166,50,101,53,25,,
2,20/09/2020,17:57:09,32.6281862,32.6357999,-115.5091628,59,105,51,30,,
2,16/03/2020,18:57:09,32.6224581,32.6296739,-115.5023376,43,102,52,33,,
3,27/10/2020,19:57:09,32.6358741,32.617158,-115.5005094,61,102,52,27,,
2,14/05/2020,20:57:09,32.6345324,32.6182054,-115.5099713,59,100,50,34,,
1,05/10/2020,21:57:09,32.6368857,32.6181445,-115.4996371,44,100,55,31,,
1,06/05/2020,22:57:09,32.6366198,32.6218288,-115.5077194,50,102,53,32,,
3,23/04/2020,23:57:09,32.6316255,32.6265052,-115.5102603,45,105,55,31,,
2,01/12/2020,00:57:09,32.6345283,32.6196886,-115.5047734,52,103,55,25,,
1,01/12/2020,01:57:09,32.6258012,32.6205299,-115.5097515,47,101,56,16,,
2,05/12/2020,02:57:09,32.6179231,32.6204937,-115.5084461,43,100,55,26,,
1,31/01/2020,03:57:09,32.6277189,32.6295823,-115.5006328,43,103,55,32,,
2,18/10/2020,04:57:09,32.6305164,32.6180311,-115.5006541,49,103,53,22,,
1,12/08/2020,05:57:09,32.6196108,32.6317827,-115.5078791,40,102,55,11,,
3,20/02/2020,06:57:09,32.6340231,32.6364963,-115.5003895,49,101,50,14,,
2,08/01/2020,07:57:09,32.6255037,32.6172776,-115.5071575,46,101,55,16,,
3,07/02/2020,08:57:09,32.6247038,32.6175973,-115.5097829,43,100,50,18,,
2,22/01/2020,09:57:09,32.6264140,32.6356217,-115.5035068,48,104,52,12,,
3,15/03/2020,10:57:09,32.6268477,32.6212844,-115.504704,61,105,53,17,,
3,05/08/2020,11:57:09,32.6224138,32.6205239,-115.4992553,40,100,53,11,,
2,18/01/2020,12:57:09,32.6179065,32.6296739,-115.5028188,44,102,55,9,,
1,23/12/2020,13:57:09,32.6198719,32.6353163,-115.5102153,55,102,51,18,,
3,12/02/2020,14:57:09,32.6347191,32.6176938,-115.503015,55,100,51,8,,
2,03/02/2020,15:57:09,32.6333699,32.6251337,-115.4987833,63,105,55,9,,
1,02/07/2020,16:57:09,32.6289071,32.6359117,-115.5047875,59,104,51,30,,
1,02/02/2020,17:57:09,32.6280012,32.6193958,-115.5098226,45,105,50,26,,
2,15/05/2020,18:57:09,32.6332202,32.6368587,-115.5002655,48,102,50,23,,
3,18/04/2020,19:57:09,32.6364777,32.6233463,-115.500304,45,101,50,22,,
2,08/05/2020,20:57:09,32.6219657,32.6193056,-115.5025666,44,104,53,35,,
2,09/02/2020,21:57:09,32.6327919,32.6303077,-115.5033473,58,104,51,21,,
2,13/09/2020,22:57:09,32.6196423,32.6321084,-115.502953,50,104,53,23,,
3,17/04/2020,23:57:09,32.6295958,32.6293183,-115.5035137,43,100,56,8,,
3,05/01/2020,00:57:09,32.6251135,32.6214807,-115.509693,56,103,56,19,,
3,28/05/2020,01:57:09,32.6368537,32.6225053,-115.5084143,57,101,52,21,,
2,10/08/2020,02:57:09,32.6296687,32.61878,-115.5020499,58,102,55,8,,
2,06/12/2020,03:57:09,32.6279305,32.6289107,-115.50276,60,101,53,30,,
3,19/10/2020,04:57:09,32.6245028,32.6296459,-115.4993354,47,102,51,8,,
1,22/02/2020,05:57:09,32.6293158,32.6205551,-115.4988528,56,102,51,14,,
3,09/07/2020,06:57:09,32.6377069,32.6240623,-115.5006757,49,101,52,24,,
2,28/05/2020,07:57:09,32.6305669,32.6227665,-115.5062114,63,105,50,11,,
3,17/05/2020,08:57:09,32.6192983,32.6178348,-115.5008121,57,104,53,23,,
2,11/09/2020,09:57:09,32.6256577,32.6173878,-115.5064202,40,102,53,28,,
3,17/07/2020,10:57:09,32.6268020,32.6257416,-115.5080489,41,105,51,23,,
3,18/02/2020,11:57:09,32.6287154,32.6201065,-115.5099896,62,104,52,30,,
3,17/06/2020,12:57:09,32.6192695,32.6175835,-115.507136,52,104,54,9,,
1,17/11/2020,13:57:09,32.6259977,32.6221737,-115.5080502,42,105,53,30,,
2,17/10/2020,14:57:09,32.6298865,32.6303164,-115.5015732,63,105,52,23,,
3,08/12/2020,15:57:09,32.6307758,32.6277744,-115.5073883,40,104,52,20,,
2,29/11/2020,16:57:09,32.6219851,32.6190287,-115.5007671,57,103,55,17,,
2,27/05/2020,17:57:09,32.6360963,32.6241204,-115.500567,40,103,54,19,,
3,07/06/2020,18:57:09,32.6206208,32.6192242,-115.5035152,54,104,50,22,,
3,12/11/2020,19:57:09,32.6333496,32.6238797,-115.5008481,47,105,50,15,,
1,08/06/2020,20:57:09,32.6380802,32.6261766,-115.5001309,49,104,52,21,,
1,13/09/2020,21:57:09,32.6275523,32.6319368,-115.5082069,52,105,55,18,,
2,31/12/2020,22:57:09,32.6373615,32.6181751,-115.5094738,64,103,52,9,,
3,04/12/2020,23:57:09,32.6258408,32.6172041,-115.5012569,63,100,50,20,,
3,21/10/2020,00:57:09,32.6380796,32.6325847,-115.5025637,51,103,51,12,,
3,06/02/2020,01:57:09,32.6184087,32.6208285,-115.5078366,56,101,53,25,,
3,16/06/2020,02:57:09,32.6185555,32.6357212,-115.4995434,46,101,55,20,,
1,04/02/2020,03:57:09,32.6337148,32.6333081,-115.5082458,42,101,55,22,,
2,26/11/2020,04:57:09,32.6250719,32.6241306,-115.5046626,58,102,54,14,,
2,16/04/2020,05:57:09,32.6206162,32.6247441,-115.5095481,60,102,56,15,,
2,28/05/2020,06:57:09,32.6202131,32.6371861,-115.4994448,41,105,53,30,,
2,27/05/2020,07:57:09,32.6302606,32.6200491,-115.5013138,62,104,52,17,,
3,01/02/2020,08:57:09,32.6262354,32.6341427,-115.5084142,62,100,52,20,,
3,02/01/2020,09:57:09,32.6244250,32.621684,-115.5001129,41,103,55,15,,
2,18/09/2020,10:57:09,32.6195058,32.6237382,-115.5097525,62,103,53,18,,
2,27/10/2020,11:57:09,32.6374044,32.6261503,-115.4993082,58,105,51,16,,
1,02/04/2020,12:57:09,32.6205355,32.6193657,-115.498884,47,105,52,30,,
3,12/08/2020,13:57:09,32.6255813,32.6250501,-115.50624,47,100,53,28,,
3,03/07/2020,14:57:09,32.6202215,32.6184716,-115.5016723,54,104,54,25,,
2,31/07/2020,15:57:09,32.6176166,32.620868,-115.5029704,43,105,51,26,,
1,22/10/2020,16:57:09,32.6351230,32.6264129,-115.5003884,58,100,52,8,,
3,10/04/2020,17:57:09,32.6241301,32.6282748,-115.504987,55,103,51,33,,
1,16/03/2020,18:57:09,32.6188230,32.6243605,-115.5008757,41,104,56,19,,
3,02/02/2020,19:57:09,32.6263463,32.6258161,-115.5000466,43,100,50,18,,
1,02/05/2020,20:57:09,32.6237119,32.6306248,-115.5079739,60,102,51,9,,
2,29/10/2020,21:57:09,32.6171679,32.6221491,-115.5083563,43,101,55,29,,
1,24/06/2020,22:57:09,32.6346260,32.6264167,-115.5071112,50,105,55,12,,
2,19/11/2020,23:57:09,32.6210951,32.6202253,-115.5054417,42,100,50,34,,
1,26/04/2020,00:57:09,32.6219887,32.6270748,-115.5008602,58,105,54,20,,
1,13/01/2020,01:57:09,32.6177067,32.6238218,-115.5072619,59,101,51,25,,
1,09/08/2020,02:57:09,32.6185353,32.6287438,-115.5084201,56,103,50,15,,
2,02/01/2020,03:57:09,32.6215476,32.6379106,-115.5009658,54,102,53,31,,
2,09/02/2020,04:57:09,32.6356309,32.6375929,-115.5085596,58,105,54,22,,
1,03/05/2020,05:57:09,32.6249487,32.631643,-115.5010224,56,101,52,33,,
1,17/06/2020,06:57:09,32.6294909,32.6294373,-115.5053721,62,102,51,21,,
2,06/07/2020,07:57:09,32.6369932,32.6242382,-115.5025257,61,100,55,31,,
2,28/08/2020,08:57:09,32.6224626,32.6215895,-115.5006998,61,100,52,10,,
3,09/06/2020,09:57:09,32.6301251,32.6207868,-115.5020399,49,103,56,14,,
2,22/11/2020,10:57:09,32.6245635,32.6269941,-115.5031718,56,102,54,34,,
1,28/03/2020,11:57:09,32.6252581,32.6370465,-115.5060476,43,103,50,29,,
1,15/08/2020,12:57:09,32.6183581,32.6246289,-115.5065351,40,103,55,27,,
2,15/11/2020,13:57:09,32.6207010,32.6321586,-115.502375,62,103,55,17,,
1,18/10/2020,14:57:09,32.6315614,32.6263541,-115.500549,54,100,50,20,,
2,24/01/2020,15:57:09,32.6286731,32.6176034,-115.5008678,63,105,52,16,,
3,25/12/2020,16:57:09,32.6264157,32.6195614,-115.5100465,58,101,50,10,,
3,02/12/2020,17:57:09,32.6274476,32.6172042,-115.5067022,60,100,56,31,,
2,09/06/2020,18:57:09,32.6337401,32.6376479,-115.5102492,51,102,52,33,,
1,11/12/2020,19:57:09,32.6342450,32.6239889,-115.507239,60,100,54,8,,
1,04/01/2020,20:57:09,32.6281951,32.6376093,-115.5016994,61,103,54,19,,
1,17/07/2020,21:57:09,32.6228786,32.6308776,-115.5087084,62,102,50,22,,
3,21/05/2020,22:57:09,32.6189346,32.6218321,-115.5083307,42,102,50,10,,
2,09/05/2020,23:57:09,32.6310633,32.6378103,-115.5102221,55,105,53,35,,
3,14/11/2020,00:57:09,32.6202499,32.6367068,-115.5102862,40,105,54,11,,
1,01/04/2020,01:57:09,32.6376070,32.6179076,-115.5092889,47,102,55,31,,
3,27/10/2020,02:57:09,32.6258550,32.6206596,-115.5047364,41,104,55,18,,
3,04/09/2020,03:57:09,32.6352381,32.6370982,-115.4987668,54,104,56,14,,
1,23/05/2020,04:57:09,32.6297578,32.6315705,-115.5008737,63,100,52,18,,
1,23/03/2020,05:57:09,32.6307670,32.6244069,-115.5095658,60,102,53,11,,
2,20/05/2020,06:57:09,32.6287119,32.6223002,-115.5065633,56,105,55,24,,
3,30/07/2020,07:57:09,32.6202877,32.6298312,-115.5014916,42,104,51,29,,
2,18/11/2020,08:57:09,32.6272033,32.6368779,-115.5020372,44,103,51,24,,
2,26/03/2020,09:57:09,32.6304923,32.6279396,-115.5081994,61,101,52,32,,
1,21/11/2020,10:57:09,32.6351004,32.6238613,-115.5040698,53,103,54,10,,
1,10/03/2020,11:57:09,32.6237636,32.6177291,-115.5090299,61,103,56,20,,
2,08/08/2020,12:57:09,32.6318228,32.6277366,-115.5023371,48,104,50,16,,
2,27/12/2020,13:57:09,32.6211047,32.6374758,-115.499077,50,102,51,11,,
1,10/07/2020,14:57:09,32.6382648,32.63362,-115.4998982,42,105,50,13,,
1,23/09/2020,15:57:09,32.6175061,32.6332518,-115.5009179,63,102,54,21,,
2,15/09/2020,16:57:09,32.6286407,32.6228869,-115.5086499,47,102,53,8,,
3,05/10/2020,17:57:09,32.6215754,32.6272964,-115.5063966,42,100,50,15,,
2,26/10/2020,18:57:09,32.6341933,32.6281827,-115.502794,43,103,54,26,,
1,25/06/2020,19:57:09,32.6197805,32.6268014,-115.4992998,49,100,51,12,,
2,26/11/2020,20:57:09,32.6366219,32.6353321,-115.5008464,56,102,55,17,,
1,30/07/2020,21:57:09,32.6370878,32.6374578,-115.5002072,49,101,56,27,,
1,20/02/2020,22:57:09,32.6211542,32.6172584,-115.5077553,52,100,50,10,,
2,08/06/2020,23:57:09,32.6357416,32.6180002,-115.5021504,54,100,50,18,,
3,01/11/2020,00:57:09,32.6196363,32.6230752,-115.5090073,58,103,53,31,,
1,30/05/2020,01:57:09,32.6227273,32.6270952,-115.4992217,54,101,53,20,,
2,02/05/2020,02:57:09,32.6197955,32.633428,-115.5029683,50,105,51,16,,
2,16/09/2020,03:57:09,32.6345269,32.6229942,-115.4987891,55,105,52,8,,
3,11/10/2020,04:57:09,32.6211704,32.6182121,-115.5101364,41,102,53,22,,
2,30/11/2020,05:57:09,32.6226898,32.6196774,-115.5071596,60,104,54,34,,
2,27/08/2020,06:57:09,32.6313082,32.6215448,-115.5021233,40,102,54,25,,
3,24/11/2020,07:57:09,32.6263203,32.6260691,-115.5064063,61,105,50,22,,
2,07/04/2020,08:57:09,32.6225059,32.6244177,-115.5000582,42,101,54,22,,
2,23/11/2020,09:57:09,32.6220624,32.6187164,-115.5046429,48,103,56,33,,
3,23/04/2020,10:57:09,32.6200601,32.6225631,-115.5072814,55,104,53,34,,
1,20/03/2020,11:57:09,32.6369787,32.6339538,-115.5076125,58,104,51,27,,
3,24/06/2020,12:57:09,32.6265103,32.6380273,-115.5016333,63,102,53,26,,
2,07/04/2020,13:57:09,32.6189522,32.6289156,-115.5086638,59,104,52,14,,
2,27/01/2020,14:57:09,32.6305087,32.6273864,-115.4988658,45,100,54,22,,
2,21/04/2020,15:57:09,32.6214664,32.6312773,-115.5017582,42,103,51,20,,
2,14/08/2020,16:57:09,32.6313732,32.6203264,-115.5025314,43,104,53,27,,
2,27/08/2020,17:57:09,32.6260655,32.6343773,-115.5003813,60,102,53,8,,
2,07/11/2020,18:57:09,32.6291148,32.6370865,-115.5061763,58,100,53,15,,
3,19/09/2020,19:57:09,32.6250149,32.6250458,-115.5053391,44,104,55,26,,
2,19/06/2020,20:57:09,32.6360819,32.6331779,-115.5097173,52,101,52,27,,
1,11/03/2020,21:57:09,32.6268682,32.6359971,-115.5061816,42,102,53,17,,
3,26/11/2020,22:57:09,32.6311965,32.6187955,-115.5067772,48,104,51,28,,
1,13/01/2020,23:57:09,32.6195047,32.6384564,-115.5043227,43,101,52,17,,
2,27/01/2020,00:57:09,32.6350803,32.6376544,-115.4994362,41,104,53,25,,
1,14/11/2020,01:57:09,32.6204315,32.6357842,-115.4990528,50,103,55,20,,
3,20/12/2020,02:57:09,32.6281909,32.6379033,-115.5084035,64,100,54,33,,
3,30/06/2020,03:57:09,32.6360830,32.6383492,-115.5083391,50,101,54,21,,
3,16/11/2020,04:57:09,32.6234377,32.6327692,-115.5084614,56,101,56,9,,
2,02/03/2020,05:57:09,32.6302576,32.6241524,-115.5023119,57,104,54,34,,
2,06/04/2020,06:57:09,32.6184233,32.6371927,-115.5091148,46,105,54,19,,
3,02/04/2020,07:57:09,32.6315382,32.6251142,-115.5011066,45,104,54,19,,
1,31/05/2020,08:57:09,32.6244563,32.6352348,-115.5103365,43,103,56,30,,
2,16/11/2020,09:57:09,32.6336844,32.637331,-115.5043061,54,103,56,34,,
3,01/01/2020,10:57:09,32.6263494,32.6289473,-115.5052574,51,105,52,14,,
2,25/11/2020,11:57:09,32.6277211,32.6304294,-115.5089965,55,104,54,8,,
1,04/06/2020,12:57:09,32.6215961,32.6214101,-115.5042817,63,101,55,33,,
3,05/06/2020,13:57:09,32.6196164,32.6171813,-115.5076131,59,105,52,22,,
2,30/03/2020,14:57:09,32.6339238,32.6259791,-115.5094233,59,105,56,31,,
3,14/06/2020,15:57:09,32.6172045,32.6201539,-115.4987895,61,100,55,29,,
3,01/01/2020,16:57:09,32.6269915,32.6234585,-115.506861,45,101,51,21,,
2,20/09/2020,17:57:09,32.6299500,32.6337348,-115.5042859,46,102,55,14,,
2,17/06/2020,18:57:09,32.6212932,32.6337135,-115.5065125,45,105,54,30,,
3,02/09/2020,19:57:09,32.6284055,32.6233457,-115.5099384,57,102,54,12,,
2,28/10/2020,20:57:09,32.6220481,32.6377813,-115.5094902,56,105,54,13,,
3,23/02/2020,21:57:09,32.6180194,32.6325879,-115.5077468,43,105,54,18,,
2,21/12/2020,22:57:09,32.6301861,32.6173107,-115.5024511,62,103,54,8,,
1,09/05/2020,23:57:09,32.6195075,32.6172655,-115.4991096,53,105,56,31,,
3,13/07/2020,00:57:09,32.6207075,32.6177276,-115.5034545,57,105,52,23,,
3,21/06/2020,01:57:09,32.6211461,32.6325459,-115.5053671,56,103,51,23,,
3,14/05/2020,02:57:09,32.6245009,32.6294605,-115.507061,53,105,55,16,,
1,26/05/2020,03:57:09,32.6238623,32.631432,-115.499233,47,102,54,11,,
1,01/07/2020,04:57:09,32.6334853,32.6271309,-115.505011,44,101,54,12,,
1,05/08/2020,05:57:09,32.6226552,32.623668,-115.5102418,46,101,50,35,,
1,22/12/2020,06:57:09,32.6365420,32.632089,-115.5003309,46,100,54,16,,
2,17/09/2020,07:57:09,32.6284080,32.6364206,-115.5048712,52,100,55,14,,
3,14/02/2020,08:57:09,32.6247248,32.6173643,-115.4992918,50,102,56,34,,
3,15/01/2020,09:57:09,32.6224837,32.6278377,-115.5041103,48,105,54,13,,
1,12/06/2020,10:57:09,32.6337742,32.6223691,-115.5086798,58,103,55,34,,
3,16/08/2020,11:57:09,32.6348329,32.6265617,-115.5093005,45,102,56,26,,
1,15/09/2020,12:57:09,32.6244316,32.6207497,-115.5052348,54,105,51,30,,
3,21/04/2020,13:57:09,32.6360653,32.6245955,-115.5035989,55,103,53,33,,
2,09/02/2020,14:57:09,32.6328228,32.6349428,-115.4989847,49,102,56,22,,
1,09/10/2020,15:57:09,32.6278741,32.6254466,-115.4992839,47,101,54,8,,
3,18/05/2020,16:57:09,32.6218347,32.6203245,-115.5001351,57,101,50,35,,
2,05/12/2020,17:57:09,32.6312334,32.6300264,-115.5029004,47,103,55,31,,
2,17/04/2020,18:57:09,32.6347035,32.6190113,-115.501987,42,103,51,25,,
1,02/05/2020,19:57:09,32.6205138,32.6309633,-115.5097525,40,103,50,16,,
2,06/02/2020,20:57:09,32.6212613,32.6222079,-115.5049081,50,102,53,15,,
3,29/03/2020,21:57:09,32.6308476,32.6192939,-115.5050333,45,101,53,35,,
3,18/01/2020,22:57:09,32.6373633,32.6249603,-115.4997474,62,103,51,26,,
3,09/07/2020,23:57:09,32.6283642,32.6173771,-115.5016593,55,104,54,34,,
1,26/12/2020,00:57:09,32.6204857,32.6181422,-115.500073,59,100,54,35,,
2,21/10/2020,01:57:09,32.6171961,32.6177447,-115.5078845,63,105,55,28,,
1,16/03/2020,02:57:09,32.6377290,32.6297037,-115.5035609,55,105,50,8,,
3,11/11/2020,03:57:09,32.6222835,32.6224794,-115.4997146,46,101,50,24,,
1,02/10/2020,04:57:09,32.6221892,32.6296534,-115.5091936,41,102,50,16,,
2,02/06/2020,05:57:09,32.6367211,32.629503,-115.4992214,59,101,50,32,,
2,22/05/2020,06:57:09,32.6322614,32.6215521,-115.502664,62,104,55,26,,
1,29/02/2020,07:57:09,32.6191886,32.636837,-115.5053314,45,100,52,14,,
2,07/07/2020,08:57:09,32.6253254,32.6255434,-115.5028976,44,102,53,23,,
1,05/07/2020,09:57:09,32.6333520,32.6344833,-115.5043946,63,100,53,35,,
2,12/01/2020,10:57:09,32.6267185,32.630547,-115.5049841,57,100,52,21,,
3,15/11/2020,11:57:09,32.6299974,32.6259799,-115.5036157,47,101,52,14,,
2,01/07/2020,12:57:09,32.6366586,32.6335024,-115.5043425,42,100,55,35,,
2,22/11/2020,13:57:09,32.6341040,32.6183748,-115.5021655,64,105,53,23,,
3,28/03/2020,14:57:09,32.6367004,32.6215476,-115.5099065,63,102,55,12,,
2,06/02/2020,15:57:09,32.6221191,32.6367262,-115.5018969,50,102,54,31,,
2,01/12/2020,16:57:09,32.6284751,32.6232921,-115.4993766,45,103,51,17,,
2,09/08/2020,17:57:09,32.6274105,32.6196216,-115.5078006,61,101,55,27,,
3,30/11/2020,18:57:09,32.6202348,32.6218095,-115.5058772,43,100,55,25,,
2,02/03/2020,19:57:09,32.6184605,32.6208846,-115.4996851,47,104,50,12,,
2,28/01/2020,20:57:09,32.6252183,32.626987,-115.5052512,52,104,51,29,,
1,19/01/2020,21:57:09,32.6333457,32.6228001,-115.5015424,50,100,52,20,,
1,17/11/2020,22:57:09,32.6315770,32.6269446,-115.5038766,47,104,51,30,,
2,15/08/2020,23:57:09,32.6316450,32.6306278,-115.5100485,54,101,52,17,,
2,27/12/2020,00:57:09,32.6255590,32.6253593,-115.5005837,62,105,52,10,,
1,06/01/2020,01:57:09,32.6262572,32.6295098,-115.5012171,58,104,56,22,,
3,15/12/2020,02:57:09,32.6380722,32.6368728,-115.4993204,62,101,54,29,,
3,02/01/2020,03:57:09,32.6298294,32.6308792,-115.5064338,53,105,55,24,,
3,04/09/2020,04:57:09,32.6210093,32.6333808,-115.5018264,55,101,51,8,,
1,03/04/2020,05:57:09,32.6185637,32.6223374,-115.5007091,59,102,53,17,,
