name,measurementDate,measurementTime,Latitude,Longitude,Temperature,Humidity,Pression,PM25,PM10,
3,03/11/2022,07:57:09,32.6220053,-115.5100398,15,27,100,44,217,
2,10/06/2022,08:57:09,32.6305448,-115.510131,35,6,101,32,47,
1,15/04/2022,09:57:09,32.6216273,-115.5033882,32,23,105,98,154,
3,19/03/2022,10:57:09,32.6221797,-115.5008832,26,30,100,53,155,
3,30/01/2022,11:57:09,32.6183960,-115.5034656,3,50,104,161,105,
1,18/11/2022,12:57:09,32.6371966,-115.5076887,20,20,102,31,103,
1,02/08/2022,13:57:09,32.6335443,-115.5075307,40,6,105,24,74,
2,19/09/2022,14:57:09,32.6280140,-115.5066305,37,5,101,43,69,
3,26/05/2022,15:57:09,32.6323124,-115.5049744,31,23,103,16,124,
2,15/07/2022,16:57:09,32.6321347,-115.5081813,49,6,103,47,60,
3,21/12/2022,17:57:09,32.6323591,-115.5007909,19,28,104,81,220,
3,29/08/2022,18:57:09,32.6370063,-115.5053847,47,9,105,43,42,
3,21/08/2022,19:57:09,32.6190375,-115.5023046,55,10,100,36,61,
2,04/03/2022,20:57:09,32.6293789,-115.5058431,27,29,103,55,129,
1,13/02/2022,21:57:09,32.6374257,-115.5010565,6,69,104,78,115,
2,28/09/2022,22:57:09,32.6199089,-115.5095073,47,9,101,28,69,
3,16/09/2022,23:57:09,32.6182850,-115.5090552,44,8,101,36,64,
1,04/07/2022,00:57:09,32.6318174,-115.5076362,52,10,101,25,49,
1,19/03/2022,01:57:09,32.6301924,-115.4993806,25,27,102,68,49,
1,26/08/2022,02:57:09,32.6297537,-115.5002842,37,7,101,36,62,
2,19/10/2022,03:57:09,32.6240090,-115.5036857,20,23,102,41,115,
1,10/08/2022,04:57:09,32.6279317,-115.5039775,39,5,103,45,46,
1,03/12/2022,05:57:09,32.6347733,-115.5053514,20,23,103,41,159,
2,15/08/2022,06:57:09,32.6198995,-115.5050625,43,5,103,55,37,
1,22/07/2022,07:57:09,32.6263761,-115.4994152,47,8,103,50,38,
1,26/02/2022,08:57:09,32.6360661,-115.5009561,4,55,101,154,188,
1,22/07/2022,09:57:09,32.6179159,-115.5021891,49,8,103,54,45,
1,05/08/2022,10:57:09,32.6253399,-115.5028074,48,10,104,45,75,
2,01/10/2022,11:57:09,32.6330433,-115.5036464,10,21,101,63,152,
2,28/11/2022,12:57:09,32.6174458,-115.5063789,12,27,101,96,208,
3,25/09/2022,13:57:09,32.6257908,-115.5053181,48,10,102,44,47,
2,20/04/2022,14:57:09,32.6242176,-115.4995269,32,28,102,8,104,
1,18/04/2022,15:57:09,32.6271224,-115.5095513,25,29,103,42,114,
3,12/09/2022,16:57:09,32.6277006,-115.5050139,49,9,104,37,39,
1,01/07/2022,17:57:09,32.6275152,-115.5097612,41,9,100,37,52,
2,28/08/2022,18:57:09,32.6342325,-115.5050547,47,10,105,33,45,
3,11/04/2022,19:57:09,32.6368111,-115.5020353,29,29,105,18,129,
2,13/04/2022,20:57:09,32.6307014,-115.4991245,27,29,100,53,90,
3,29/04/2022,21:57:09,32.6282680,-115.5011141,26,27,104,48,75,
1,01/04/2022,22:57:09,32.6294228,-115.5086914,29,22,104,73,45,
1,30/06/2022,23:57:09,32.6200060,-115.5093847,35,9,105,39,36,
3,04/11/2022,00:57:09,32.6331192,-115.5102006,15,27,103,19,138,
2,07/12/2022,01:57:09,32.6233309,-115.5027504,11,27,101,74,135,
2,20/01/2022,02:57:09,32.6271820,-115.5097361,9,58,103,172,184,
2,10/07/2022,03:57:09,32.6217774,-115.5004696,55,5,103,30,41,
2,20/01/2022,04:57:09,32.6326402,-115.5060733,9,47,102,60,155,
2,19/03/2022,05:57:09,32.6344116,-115.5024622,30,26,105,58,89,
1,27/03/2022,06:57:09,32.6206691,-115.506609,27,27,101,27,96,
3,27/11/2022,07:57:09,32.6311535,-115.5021601,11,26,102,54,109,
1,07/12/2022,08:57:09,32.6333842,-115.5077104,15,24,104,106,96,
3,07/03/2022,09:57:09,32.6194769,-115.50358,31,30,104,86,43,
1,15/04/2022,10:57:09,32.6262560,-115.5076912,31,24,105,24,48,
3,14/09/2022,11:57:09,32.6240197,-115.5007832,55,7,101,48,38,
3,19/04/2022,12:57:09,32.6291028,-115.5015108,27,29,103,100,70,
1,01/07/2022,13:57:09,32.6331482,-115.5081593,52,10,105,32,69,
3,03/12/2022,14:57:09,32.6305683,-115.499005,14,28,103,87,98,
3,29/04/2022,15:57:09,32.6373921,-115.5012972,29,28,105,64,141,
3,06/02/2022,16:57:09,32.6176551,-115.5053914,2,62,101,145,170,
3,27/04/2022,17:57:09,32.6284564,-115.5012264,25,22,100,34,122,
1,16/12/2022,18:57:09,32.6342937,-115.4996815,13,26,102,20,144,
1,20/01/2022,19:57:09,32.6330610,-115.5021599,7,47,102,142,118,
1,26/07/2022,20:57:09,32.6213348,-115.5078295,54,8,104,31,48,
2,27/04/2022,21:57:09,32.6316690,-115.4998266,31,21,102,89,141,
2,30/06/2022,22:57:09,32.6232943,-115.5067663,54,5,103,31,55,
1,22/06/2022,23:57:09,32.6240403,-115.5069516,42,8,105,50,50,
1,23/06/2022,00:57:09,32.6342876,-115.5058054,49,5,103,27,36,
2,01/05/2022,01:57:09,32.6321061,-115.5040289,32,28,100,71,92,
2,14/09/2022,02:57:09,32.6328037,-115.5012734,41,10,105,38,61,
1,12/07/2022,03:57:09,32.6349778,-115.5017773,52,8,100,44,54,
2,28/05/2022,04:57:09,32.6219996,-115.5035693,26,22,102,13,95,
3,24/02/2022,05:57:09,32.6277624,-115.5071817,8,79,105,39,175,
1,09/12/2022,06:57:09,32.6231161,-115.5101271,14,22,102,24,115,
3,19/01/2022,07:57:09,32.6293021,-115.5085281,1,52,101,34,257,
3,16/06/2022,08:57:09,32.6359136,-115.5098353,36,10,103,33,51,
3,03/03/2022,09:57:09,32.6180212,-115.5089422,30,28,100,16,156,
2,09/03/2022,10:57:09,32.6231753,-115.5098235,30,25,103,31,142,
3,02/08/2022,11:57:09,32.6333248,-115.5073352,39,6,105,29,71,
1,29/04/2022,12:57:09,32.6240018,-115.5037344,30,27,102,77,53,
2,03/11/2022,13:57:09,32.6277596,-115.51004,11,28,103,56,130,
2,23/12/2022,14:57:09,32.6312944,-115.5019958,20,25,105,59,172,
3,16/03/2022,15:57:09,32.6205150,-115.5008527,26,28,102,85,129,
2,18/03/2022,16:57:09,32.6219420,-115.5039276,29,30,104,11,118,
3,21/08/2022,17:57:09,32.6374626,-115.4993511,48,9,103,49,73,
3,07/06/2022,18:57:09,32.6209867,-115.5066555,41,7,103,26,43,
2,27/05/2022,19:57:09,32.6341702,-115.5069063,25,29,103,34,70,
1,09/04/2022,20:57:09,32.6205494,-115.5087363,28,24,101,42,98,
1,29/06/2022,21:57:09,32.6273053,-115.5014771,36,7,102,34,69,
1,21/03/2022,22:57:09,32.6173718,-115.5090044,27,26,101,69,54,
1,03/08/2022,23:57:09,32.6369843,-115.5008774,53,5,104,34,61,
1,21/07/2022,00:57:09,32.6229245,-115.5044803,45,9,102,41,50,
1,24/05/2022,01:57:09,32.6190419,-115.503431,26,28,102,73,156,
2,23/06/2022,02:57:09,32.6249838,-115.5092134,38,5,102,31,55,
1,18/10/2022,03:57:09,32.6252670,-115.5000277,17,22,101,67,218,
3,16/09/2022,04:57:09,32.6252931,-115.501062,54,10,105,25,55,
2,11/11/2022,05:57:09,32.6356291,-115.508963,20,25,101,33,162,
2,02/05/2022,06:57:09,32.6190275,-115.4993416,32,24,102,67,51,
3,09/10/2022,07:57:09,32.6345585,-115.4988429,13,27,101,96,168,
1,10/01/2022,08:57:09,32.6227593,-115.5101088,9,57,105,104,194,
2,05/09/2022,09:57:09,32.6197931,-115.5042162,53,8,101,39,39,
1,10/11/2022,10:57:09,32.6338852,-115.5036869,17,21,101,60,170,
2,11/05/2022,11:57:09,32.6193903,-115.5098045,29,26,105,48,68,
1,21/06/2022,12:57:09,32.6297833,-115.4999851,51,10,102,32,56,
3,18/10/2022,13:57:09,32.6301738,-115.498876,10,22,103,93,101,
1,10/03/2022,14:57:09,32.6250343,-115.5014875,26,29,104,27,145,
1,11/07/2022,15:57:09,32.6273818,-115.50621,46,7,103,41,71,
2,23/06/2022,16:57:09,32.6229508,-115.5058479,38,8,105,25,60,
1,09/11/2022,17:57:09,32.6315495,-115.5077676,18,23,103,62,140,
3,08/09/2022,18:57:09,32.6181722,-115.4989344,40,7,103,52,51,
2,11/07/2022,19:57:09,32.6193397,-115.509507,35,8,105,30,43,
3,17/05/2022,20:57:09,32.6234922,-115.5023793,30,26,101,42,56,
2,01/10/2022,21:57:09,32.6331847,-115.5073441,14,24,104,19,174,
1,20/07/2022,22:57:09,32.6312963,-115.5033396,48,6,103,38,43,
1,08/04/2022,23:57:09,32.6246617,-115.5078988,26,24,103,89,45,
2,30/11/2022,00:57:09,32.6258958,-115.5035052,19,28,101,60,151,
1,19/01/2022,01:57:09,32.6304821,-115.5051755,5,50,103,88,124,
3,19/10/2022,02:57:09,32.6365691,-115.5101854,14,22,104,112,104,
2,24/12/2022,03:57:09,32.6374791,-115.5045451,10,25,100,65,219,
2,06/02/2022,04:57:09,32.6310047,-115.5102367,5,74,101,132,164,
3,04/04/2022,05:57:09,32.6376682,-115.505365,28,30,104,94,77,
1,13/02/2022,06:57:09,32.6323722,-115.5015395,6,71,104,109,210,
1,06/12/2022,07:57:09,32.6317216,-115.500976,18,25,105,87,104,
3,14/06/2022,08:57:09,32.6203351,-115.5023529,47,8,104,55,57,
3,24/02/2022,09:57:09,32.6215907,-115.5094746,5,56,103,148,108,
1,25/09/2022,10:57:09,32.6343654,-115.5081667,50,6,102,43,52,
3,16/03/2022,11:57:09,32.6302197,-115.5020591,30,28,102,64,130,
2,17/02/2022,12:57:09,32.6331338,-115.5084157,12,66,105,109,142,
2,14/07/2022,13:57:09,32.6199829,-115.501598,35,5,104,29,41,
3,03/03/2022,14:57:09,32.6350997,-115.5042076,31,21,101,28,123,
2,20/05/2022,15:57:09,32.6341910,-115.5050345,26,23,100,79,62,
2,05/10/2022,16:57:09,32.6275961,-115.5088742,20,25,102,17,112,
1,26/09/2022,17:57:09,32.6191898,-115.5063917,47,6,102,32,35,
2,01/09/2022,18:57:09,32.6353731,-115.5100192,51,7,100,39,56,
1,12/07/2022,19:57:09,32.6286470,-115.5039191,37,10,103,26,44,
1,22/01/2022,20:57:09,32.6261140,-115.4997993,5,41,103,78,159,
1,26/08/2022,21:57:09,32.6359355,-115.5069869,36,9,100,54,64,
1,26/05/2022,22:57:09,32.6228445,-115.5023562,30,22,103,94,104,
3,22/10/2022,23:57:09,32.6299048,-115.5055791,14,25,101,43,220,
3,01/03/2022,00:57:09,32.6332871,-115.5103459,26,24,105,18,93,
1,11/12/2022,01:57:09,32.6196719,-115.4988042,15,24,104,78,161,
2,24/07/2022,02:57:09,32.6258276,-115.5043257,46,10,105,55,69,
3,28/04/2022,03:57:09,32.6304381,-115.5076894,25,30,104,40,147,
1,24/06/2022,04:57:09,32.6238317,-115.5062886,45,7,101,39,48,
1,14/01/2022,05:57:09,32.6227932,-115.4991135,10,57,103,89,257,
2,09/06/2022,06:57:09,32.6244912,-115.5059925,43,7,105,47,42,
1,30/10/2022,07:57:09,32.6337217,-115.509593,19,27,102,80,191,
2,17/04/2022,08:57:09,32.6249399,-115.5081509,31,22,101,75,112,
2,22/04/2022,09:57:09,32.6382736,-115.5057627,26,29,104,41,76,
2,02/11/2022,10:57:09,32.6371560,-115.5068626,14,26,103,83,171,
3,16/01/2022,11:57:09,32.6329402,-115.499859,7,63,100,40,127,
3,06/02/2022,12:57:09,32.6240759,-115.5076954,12,51,100,26,187,
3,13/05/2022,13:57:09,32.6296052,-115.503267,27,28,100,45,143,
3,27/05/2022,14:57:09,32.6250595,-115.4999469,28,28,103,79,116,
1,30/08/2022,15:57:09,32.6372676,-115.5072018,50,7,100,54,68,
3,20/01/2022,16:57:09,32.6210358,-115.4997523,3,60,101,94,185,
3,04/08/2022,17:57:09,32.6322973,-115.504876,49,10,105,47,39,
2,10/03/2022,18:57:09,32.6284814,-115.5029467,32,24,105,78,109,
2,27/05/2022,19:57:09,32.6226539,-115.5030289,29,28,100,74,126,
3,03/01/2022,20:57:09,32.6327150,-115.4990332,2,73,105,48,132,
3,21/10/2022,21:57:09,32.6246863,-115.504403,11,20,105,39,196,
3,26/07/2022,22:57:09,32.6300442,-115.5033172,45,5,102,54,58,
1,24/01/2022,23:57:09,32.6277795,-115.5052416,8,44,105,120,184,
1,11/10/2022,00:57:09,32.6227873,-115.5014502,19,20,102,56,116,
1,03/04/2022,01:57:09,32.6310539,-115.5031408,32,25,104,95,103,
2,22/01/2022,02:57:09,32.6292788,-115.5039136,1,74,104,49,238,
3,22/08/2022,03:57:09,32.6285387,-115.510333,49,10,105,24,66,
1,25/07/2022,04:57:09,32.6222312,-115.5059435,51,8,101,30,63,
2,23/09/2022,05:57:09,32.6208513,-115.5048767,38,6,104,25,75,
2,01/03/2022,06:57:09,32.6198875,-115.5093274,27,23,103,26,119,
2,15/05/2022,07:57:09,32.6372820,-115.5073654,29,28,105,33,76,
2,14/03/2022,08:57:09,32.6292860,-115.5101681,28,25,105,63,73,
3,19/10/2022,09:57:09,32.6375673,-115.4993774,14,24,104,95,143,
2,06/11/2022,10:57:09,32.6281498,-115.5025452,13,28,104,112,106,
2,27/08/2022,11:57:09,32.6200620,-115.5072615,42,9,103,50,68,
3,25/03/2022,12:57:09,32.6238621,-115.5011707,30,29,105,56,44,
3,07/04/2022,13:57:09,32.6223904,-115.5071887,26,27,105,89,151,
2,16/12/2022,14:57:09,32.6380198,-115.5050945,15,27,102,106,174,
1,17/05/2022,15:57:09,32.6231151,-115.5058485,30,20,103,19,113,
1,28/11/2022,16:57:09,32.6240519,-115.5068151,11,24,104,27,194,
1,05/05/2022,17:57:09,32.6309924,-115.5093348,28,30,102,85,57,
1,01/07/2022,18:57:09,32.6245863,-115.5018485,49,8,101,29,73,
3,15/09/2022,19:57:09,32.6265579,-115.4995337,47,5,105,38,67,
2,09/11/2022,20:57:09,32.6178076,-115.5001551,19,27,101,51,191,
1,10/02/2022,21:57:09,32.6252256,-115.5078632,7,71,101,85,100,
3,25/09/2022,22:57:09,32.6266886,-115.5069425,41,10,105,25,64,
1,30/06/2022,23:57:09,32.6339628,-115.5040555,38,9,103,43,54,
2,30/07/2022,00:57:09,32.6326009,-115.505937,41,6,105,34,54,
3,16/05/2022,01:57:09,32.6319342,-115.5016281,28,27,100,60,65,
2,10/04/2022,02:57:09,32.6351161,-115.5081673,30,22,104,13,105,
1,12/10/2022,03:57:09,32.6237074,-115.5035662,10,26,105,61,134,
3,18/05/2022,04:57:09,32.6353340,-115.50224,26,21,101,44,61,
3,04/05/2022,05:57:09,32.6183884,-115.5042931,30,27,102,31,122,
2,05/05/2022,06:57:09,32.6182306,-115.5055358,30,24,105,50,45,
1,12/08/2022,07:57:09,32.6237031,-115.5073384,38,9,104,42,55,
1,08/08/2022,08:57:09,32.6369777,-115.5090651,42,7,105,44,57,
1,07/10/2022,09:57:09,32.6283155,-115.5011893,12,24,101,19,104,
2,16/03/2022,10:57:09,32.6239908,-115.5051037,28,29,102,18,46,
2,17/07/2022,11:57:09,32.6364266,-115.4994908,43,5,103,39,60,
1,01/03/2022,12:57:09,32.6283932,-115.5022945,25,25,105,75,118,
1,16/08/2022,13:57:09,32.6229802,-115.5052266,44,7,100,39,62,
2,22/06/2022,14:57:09,32.6349610,-115.5094295,38,8,101,39,53,
1,09/10/2022,15:57:09,32.6261768,-115.5058622,19,20,100,112,181,
1,03/09/2022,16:57:09,32.6265107,-115.5035596,51,8,101,53,57,
3,16/02/2022,17:57:09,32.6170081,-115.5060322,1,40,103,97,208,
1,03/10/2022,18:57:09,32.6223113,-115.5092638,13,26,102,103,110,
1,24/04/2022,19:57:09,32.6237074,-115.5054171,25,26,103,50,115,
1,16/08/2022,20:57:09,32.6270152,-115.5072714,42,8,104,47,64,
2,18/01/2022,21:57:09,32.6331162,-115.5014963,11,63,104,167,194,
2,07/08/2022,22:57:09,32.6334930,-115.510076,49,8,103,43,61,
3,13/02/2022,23:57:09,32.6198005,-115.5016472,2,60,105,77,147,
1,22/06/2022,00:57:09,32.6274893,-115.5003313,40,8,101,26,68,
2,31/07/2022,01:57:09,32.6363489,-115.5034098,40,6,102,55,63,
2,27/05/2022,02:57:09,32.6244582,-115.501869,30,25,102,38,91,
1,09/06/2022,03:57:09,32.6322029,-115.5100094,39,9,101,46,45,
2,29/07/2022,04:57:09,32.6308507,-115.5025924,38,8,103,53,70,
2,19/09/2022,05:57:09,32.6376694,-115.5049761,54,9,105,33,72,
1,06/05/2022,06:57:09,32.6315284,-115.5030249,26,26,100,68,105,
2,21/11/2022,07:57:09,32.6291015,-115.5023707,19,25,101,33,182,
2,25/08/2022,08:57:09,32.6264864,-115.5048713,39,9,100,48,66,
2,10/11/2022,09:57:09,32.6226265,-115.5066604,15,26,100,90,219,
1,30/03/2022,10:57:09,32.6248153,-115.5011614,30,26,101,21,86,
1,11/12/2022,11:57:09,32.6304840,-115.5016858,12,28,103,39,183,
2,21/07/2022,12:57:09,32.6361566,-115.4999327,39,7,100,31,65,
3,31/03/2022,13:57:09,32.6219166,-115.5012073,26,30,104,62,110,
3,28/12/2022,14:57:09,32.6210190,-115.5011995,14,21,104,94,204,
3,04/10/2022,15:57:09,32.6221356,-115.5067337,14,27,105,86,154,
2,23/06/2022,16:57:09,32.6350307,-115.5103427,39,5,103,33,49,
1,17/05/2022,17:57:09,32.6345035,-115.5068453,29,24,102,11,86,
2,23/12/2022,18:57:09,32.6276760,-115.5000603,20,21,102,86,128,
1,06/06/2022,19:57:09,32.6371449,-115.5026923,46,9,101,35,53,
2,23/10/2022,20:57:09,32.6274181,-115.5070452,13,22,100,61,113,
2,26/12/2022,21:57:09,32.6318530,-115.5001032,17,28,105,91,132,
3,21/04/2022,22:57:09,32.6314790,-115.5095042,25,25,101,36,95,
3,22/08/2022,23:57:09,32.6192489,-115.5016673,47,8,100,28,48,
1,04/08/2022,00:57:09,32.6290676,-115.5063055,42,7,103,45,46,
3,22/06/2022,01:57:09,32.6179316,-115.503648,40,6,102,38,66,
2,29/09/2022,02:57:09,32.6350846,-115.5024903,35,9,105,32,53,
3,05/04/2022,03:57:09,32.6379889,-115.5073857,28,28,103,5,156,
3,17/09/2022,04:57:09,32.6321365,-115.5100044,44,9,105,26,40,
1,21/12/2022,05:57:09,32.6314692,-115.5095268,10,27,101,98,196,
3,29/06/2022,06:57:09,32.6223778,-115.5078257,49,6,105,31,52,
3,01/03/2022,07:57:09,32.6233897,-115.5025402,26,26,104,35,42,
1,03/03/2022,08:57:09,32.6342918,-115.5061678,27,24,101,34,147,
2,14/08/2022,09:57:09,32.6364506,-115.5009795,44,8,103,41,65,
1,24/06/2022,10:57:09,32.6313620,-115.5004505,52,7,104,32,42,
1,31/07/2022,11:57:09,32.6263248,-115.5019143,46,5,103,49,72,
2,15/08/2022,12:57:09,32.6252591,-115.504489,53,7,100,31,45,
1,13/11/2022,13:57:09,32.6336759,-115.5020445,13,28,102,85,207,
1,29/04/2022,14:57:09,32.6371858,-115.5080543,27,22,100,96,91,
2,29/12/2022,15:57:09,32.6307442,-115.5036182,16,23,101,34,142,
2,21/07/2022,16:57:09,32.6220509,-115.4994979,43,5,101,28,68,
3,16/10/2022,17:57:09,32.6222604,-115.5035345,19,28,100,44,188,
3,11/09/2022,18:57:09,32.6251974,-115.5078597,41,8,100,37,73,
1,07/03/2022,19:57:09,32.6316338,-115.5084582,25,29,104,11,75,
1,19/04/2022,20:57:09,32.6244915,-115.4989716,30,25,102,89,74,
2,01/12/2022,21:57:09,32.6224865,-115.5012873,14,20,100,82,100,
2,08/01/2022,22:57:09,32.6362984,-115.5080635,5,44,101,66,224,
3,18/03/2022,23:57:09,32.6286631,-115.5027475,29,30,104,88,80,
3,14/10/2022,00:57:09,32.6286366,-115.5041896,19,26,104,86,124,
1,10/06/2022,01:57:09,32.6344190,-115.5017018,53,5,104,40,63,
3,25/06/2022,02:57:09,32.6237991,-115.5083833,41,10,101,43,63,
2,15/11/2022,03:57:09,32.6178084,-115.5085711,15,23,101,85,150,
2,04/05/2022,04:57:09,32.6348889,-115.4991186,27,28,100,22,136,
3,10/06/2022,05:57:09,32.6369895,-115.4994421,46,6,104,52,67,
3,03/03/2022,06:57:09,32.6364295,-115.505005,32,25,100,79,152,
2,27/08/2022,07:57:09,32.6359374,-115.5014272,41,7,101,28,36,
3,26/10/2022,08:57:09,32.6350544,-115.500185,20,25,101,67,103,
2,11/03/2022,09:57:09,32.6198506,-115.4999991,25,27,100,90,61,
1,08/12/2022,10:57:09,32.6196438,-115.5007282,13,28,105,93,128,
3,24/05/2022,11:57:09,32.6281920,-115.5096166,32,25,104,7,42,
2,12/09/2022,12:57:09,32.6351060,-115.4999397,45,7,105,25,55,
1,07/07/2022,13:57:09,32.6299920,-115.5047493,41,8,100,27,37,
1,21/03/2022,14:57:09,32.6279258,-115.5046095,30,22,101,56,95,
3,17/11/2022,15:57:09,32.6295237,-115.5054629,10,21,103,32,151,
1,11/09/2022,16:57:09,32.6307059,-115.5047204,47,6,105,50,59,
3,18/09/2022,17:57:09,32.6235707,-115.5018547,52,5,101,39,68,
3,15/05/2022,18:57:09,32.6232323,-115.5055264,30,30,102,21,66,
2,15/12/2022,19:57:09,32.6217458,-115.5006682,16,27,102,111,110,
1,30/04/2022,20:57:09,32.6272194,-115.5008418,28,21,103,99,153,
1,26/09/2022,21:57:09,32.6303647,-115.5066454,48,8,105,31,74,
2,13/10/2022,22:57:09,32.6316979,-115.501919,18,23,102,23,130,
2,09/11/2022,23:57:09,32.6231504,-115.5071765,10,20,101,71,119,
2,21/07/2022,00:57:09,32.6212268,-115.5070485,36,8,104,48,72,
2,29/09/2022,01:57:09,32.6171841,-115.5058506,42,10,103,36,56,
1,05/11/2022,02:57:09,32.6294577,-115.5092705,12,27,100,51,184,
3,11/03/2022,03:57:09,32.6354223,-115.5025383,25,30,101,96,115,
1,26/09/2022,04:57:09,32.6287754,-115.4995475,43,10,101,26,71,
1,18/05/2022,05:57:09,32.6362013,-115.5001136,31,23,101,53,115,
3,18/08/2022,06:57:09,32.6281444,-115.5062421,42,8,103,54,72,
2,18/05/2022,07:57:09,32.6264115,-115.5045936,32,24,105,6,119,
2,07/11/2022,08:57:09,32.6180918,-115.5100686,12,23,105,108,152,
3,23/01/2022,09:57:09,32.6221979,-115.5009033,10,80,100,106,257,
3,04/10/2022,10:57:09,32.6324785,-115.5068718,19,22,104,85,187,
3,05/03/2022,11:57:09,32.6332613,-115.5069838,27,26,102,6,51,
2,02/01/2022,12:57:09,32.6195769,-115.505929,0,55,104,124,242,
1,24/12/2022,13:57:09,32.6203983,-115.5103583,12,24,100,73,116,
1,01/05/2022,14:57:09,32.6225050,-115.5099848,26,24,101,63,73,
3,15/10/2022,15:57:09,32.6322449,-115.5021635,11,27,102,66,181,
1,05/05/2022,16:57:09,32.6319000,-115.5045733,32,21,105,16,108,
1,03/01/2022,17:57:09,32.6280813,-115.5074667,8,54,103,77,182,
2,23/12/2022,18:57:09,32.6296480,-115.5072952,18,21,103,108,107,
1,01/03/2022,19:57:09,32.6293466,-115.5078906,30,29,103,93,151,
3,11/01/2022,20:57:09,32.6349151,-115.5047081,2,80,100,30,210,
2,31/12/2022,21:57:09,32.6311035,-115.5063159,17,26,105,32,167,
1,07/06/2022,22:57:09,32.6363810,-115.5056563,38,10,100,27,42,
1,02/03/2022,23:57:09,32.6178740,-115.5056012,32,21,101,28,101,
1,14/11/2022,00:57:09,32.6335613,-115.50755,11,20,104,59,140,
2,28/04/2022,01:57:09,32.6316642,-115.4996008,26,28,100,88,73,
1,20/06/2022,02:57:09,32.6191328,-115.5032428,49,8,102,32,56,
2,11/04/2022,03:57:09,32.6204049,-115.4999665,27,23,102,67,117,
2,24/01/2022,04:57:09,32.6349346,-115.5042536,11,45,100,79,228,
3,22/11/2022,05:57:09,32.6209402,-115.5029754,17,28,102,78,166,
1,20/11/2022,06:57:09,32.6275333,-115.5056691,19,20,103,82,118,
3,15/09/2022,07:57:09,32.6320345,-115.5065657,52,6,104,51,61,
3,04/01/2022,08:57:09,32.6345471,-115.5071953,8,56,103,61,256,
1,10/09/2022,09:57:09,32.6284081,-115.5096342,53,7,102,37,38,
1,09/01/2022,10:57:09,32.6353650,-115.5062641,11,41,101,75,131,
3,01/11/2022,11:57:09,32.6348615,-115.5084133,11,23,100,107,137,
1,25/06/2022,12:57:09,32.6374296,-115.5046709,46,6,102,39,46,
3,12/04/2022,13:57:09,32.6375323,-115.5081792,31,21,104,50,56,
1,31/01/2022,14:57:09,32.6201260,-115.5042099,7,73,104,69,143,
2,06/03/2022,15:57:09,32.6341571,-115.5041965,28,25,102,19,106,
1,15/01/2022,16:57:09,32.6212693,-115.5049857,8,44,105,87,119,
1,13/03/2022,17:57:09,32.6304669,-115.5052376,32,25,105,62,113,
1,19/03/2022,18:57:09,32.6337789,-115.5050118,31,21,103,17,124,
3,07/04/2022,19:57:09,32.6307416,-115.504142,28,25,101,13,61,
3,09/08/2022,20:57:09,32.6206565,-115.5043018,51,8,104,46,45,
