name,measurementDate,measurementTime,Latitude,Longitude,Temperature,Humidity,Pression,PM25,PM10,,
1,20/04/2021,17:57:09,32.6322037,-115.502373,38,46,100,55,10,,
1,03/02/2021,18:57:09,32.6369075,-115.5004882,47,58,101,51,23,,
3,05/12/2021,19:57:09,32.6288232,-115.504799,52,46,103,54,28,,
1,13/04/2021,20:57:09,32.6327306,-115.5025878,50,51,104,54,19,,
1,17/01/2021,21:57:09,32.6298547,-115.5080766,48,41,101,54,10,,
1,10/12/2021,22:57:09,32.6365630,-115.5002707,53,58,102,55,19,,
1,25/09/2021,23:57:09,32.6318956,-115.5013881,46,48,101,51,9,,
3,14/01/2021,00:57:09,32.6329832,-115.5072923,43,60,104,55,26,,
3,20/04/2021,01:57:09,32.6301310,-115.5033878,39,62,103,50,28,,
2,03/09/2021,02:57:09,32.6275459,-115.5027864,52,55,103,52,11,,
3,01/04/2021,03:57:09,32.6212377,-115.5063354,37,58,103,53,35,,
2,08/07/2021,04:57:09,32.6368729,-115.5099489,36,51,101,55,19,,
1,05/04/2021,05:57:09,32.6320343,-115.5072335,40,40,103,50,15,,
1,12/10/2021,06:57:09,32.6186459,-115.5018951,53,62,102,53,30,,
3,23/04/2021,07:57:09,32.6311466,-115.5020383,49,41,102,56,19,,
2,28/11/2021,08:57:09,32.6188312,-115.506301,50,50,102,52,24,,
1,14/02/2021,09:57:09,32.6221222,-115.5013512,43,45,105,51,23,,
2,09/06/2021,10:57:09,32.6325871,-115.5096633,54,46,105,56,29,,
2,04/07/2021,11:57:09,32.6373701,-115.5071284,40,50,104,51,34,,
1,26/08/2021,12:57:09,32.6376304,-115.5024023,39,61,101,52,30,,
2,09/11/2021,13:57:09,32.6295386,-115.5031047,50,60,105,52,33,,
1,10/04/2021,14:57:09,32.6330547,-115.5013263,50,41,104,54,9,,
3,14/09/2021,15:57:09,32.6290611,-115.5060709,38,57,103,50,8,,
1,08/07/2021,16:57:09,32.6359622,-115.5015237,39,62,101,54,13,,
2,03/05/2021,17:57:09,32.6335831,-115.5037367,52,45,100,54,30,,
3,10/04/2021,18:57:09,32.6343253,-115.5042164,53,61,104,55,9,,
1,05/06/2021,19:57:09,32.6281933,-115.5045605,48,57,105,50,32,,
2,03/02/2021,20:57:09,32.6310457,-115.5012743,49,61,101,54,34,,
3,27/04/2021,21:57:09,32.6315303,-115.5066783,38,59,102,52,27,,
3,29/04/2021,22:57:09,32.6238159,-115.5029159,51,51,104,52,8,,
2,01/07/2021,23:57:09,32.6218624,-115.5074558,51,58,100,56,30,,
3,23/03/2021,00:57:09,32.6259586,-115.5031878,50,47,105,50,28,,
2,22/03/2021,01:57:09,32.6218216,-115.5022319,43,59,103,52,28,,
2,31/03/2021,02:57:09,32.6363827,-115.5000986,42,45,103,55,32,,
3,10/12/2021,03:57:09,32.6281526,-115.507018,35,43,102,56,27,,
2,10/08/2021,04:57:09,32.6173599,-115.5059817,43,42,102,55,34,,
3,14/12/2021,05:57:09,32.6379014,-115.5100795,53,42,102,53,29,,
1,03/12/2021,06:57:09,32.6282616,-115.5067715,48,46,101,52,9,,
3,01/06/2021,07:57:09,32.6355251,-115.508377,39,55,105,53,29,,
3,07/10/2021,08:57:09,32.6289220,-115.5075558,43,43,103,50,11,,
1,13/04/2021,09:57:09,32.6299488,-115.5101522,48,46,102,53,23,,
2,31/12/2021,10:57:09,32.6289032,-115.5028571,46,42,100,50,33,,
3,25/07/2021,11:57:09,32.6372551,-115.5033915,42,51,104,53,26,,
1,28/09/2021,12:57:09,32.6270826,-115.5059509,55,50,104,52,29,,
2,01/10/2021,13:57:09,32.6173838,-115.5090703,38,45,105,53,24,,
1,23/04/2021,14:57:09,32.6351206,-115.5068545,53,49,105,51,27,,
3,06/03/2021,15:57:09,32.6210904,-115.5020028,35,54,103,54,28,,
3,01/04/2021,16:57:09,32.6226070,-115.502953,55,43,104,54,32,,
3,17/05/2021,17:57:09,32.6250960,-115.4993414,38,60,104,51,20,,
3,01/10/2021,18:57:09,32.6382690,-115.499133,40,55,105,56,14,,
1,20/11/2021,19:57:09,32.6174038,-115.5011185,44,43,104,56,15,,
2,04/03/2021,20:57:09,32.6238643,-115.5032396,46,44,105,51,31,,
1,27/02/2021,21:57:09,32.6310784,-115.4991385,51,61,105,53,8,,
3,10/05/2021,22:57:09,32.6242538,-115.5027971,44,57,103,53,10,,
3,10/05/2021,23:57:09,32.6371543,-115.5077836,50,57,102,53,23,,
2,20/03/2021,00:57:09,32.6324440,-115.5080963,35,57,105,54,23,,
2,26/12/2021,01:57:09,32.6384166,-115.5093903,42,64,105,50,31,,
3,23/04/2021,02:57:09,32.6338907,-115.5053323,45,41,101,53,16,,
2,28/11/2021,03:57:09,32.6210699,-115.4988324,47,54,101,53,23,,
3,30/08/2021,04:57:09,32.6254499,-115.5080021,43,44,100,54,22,,
2,18/12/2021,05:57:09,32.6240539,-115.5008276,55,48,102,56,10,,
1,17/12/2021,06:57:09,32.6320051,-115.5039982,42,57,101,50,14,,
2,22/03/2021,07:57:09,32.6196578,-115.4997922,46,55,105,55,20,,
2,14/10/2021,08:57:09,32.6342554,-115.4990161,49,54,102,54,8,,
3,16/01/2021,09:57:09,32.6226614,-115.5027342,42,54,102,51,19,,
1,27/01/2021,10:57:09,32.6299505,-115.5011659,52,46,103,50,30,,
1,07/10/2021,11:57:09,32.6285541,-115.5005175,48,45,101,53,20,,
1,01/12/2021,12:57:09,32.6348568,-115.5073772,38,59,100,55,26,,
2,09/12/2021,13:57:09,32.6344576,-115.4987631,41,45,104,52,13,,
3,03/03/2021,14:57:09,32.6248370,-115.5024508,36,48,103,51,31,,
2,20/08/2021,15:57:09,32.6242952,-115.506012,54,54,103,55,32,,
1,10/04/2021,16:57:09,32.6216493,-115.5089464,45,42,102,50,13,,
2,05/02/2021,17:57:09,32.6221176,-115.5060074,49,47,103,56,9,,
1,01/05/2021,18:57:09,32.6350193,-115.5055267,43,46,101,52,16,,
3,01/05/2021,19:57:09,32.6297946,-115.5090812,53,40,102,53,20,,
2,10/06/2021,20:57:09,32.6203965,-115.5000922,47,61,104,55,31,,
2,12/06/2021,21:57:09,32.6205002,-115.5065606,39,61,100,55,29,,
2,12/10/2021,22:57:09,32.6239522,-115.5082648,50,52,101,50,8,,
2,20/08/2021,23:57:09,32.6189816,-115.5017442,54,54,103,55,12,,
3,13/09/2021,00:57:09,32.6382062,-115.5076402,39,47,102,56,31,,
2,18/05/2021,01:57:09,32.6271691,-115.5037079,35,61,101,52,24,,
2,26/11/2021,02:57:09,32.6299985,-115.5089125,44,55,104,50,16,,
3,25/05/2021,03:57:09,32.6288967,-115.5021798,41,63,104,56,27,,
2,30/04/2021,04:57:09,32.6271595,-115.5024571,55,45,104,51,30,,
2,05/12/2021,05:57:09,32.6332877,-115.504954,41,43,100,51,13,,
3,31/03/2021,06:57:09,32.6255187,-115.5079402,46,42,103,53,27,,
2,17/08/2021,07:57:09,32.6329814,-115.5027269,52,40,100,55,14,,
3,17/02/2021,08:57:09,32.6329209,-115.4993123,35,44,104,52,33,,
2,22/07/2021,09:57:09,32.6175748,-115.5033536,51,47,102,54,27,,
3,05/05/2021,10:57:09,32.6303622,-115.5089149,52,59,102,53,8,,
3,09/07/2021,11:57:09,32.6352613,-115.5079779,52,62,105,53,11,,
1,03/07/2021,12:57:09,32.6378670,-115.4996923,45,56,100,50,32,,
1,20/07/2021,13:57:09,32.6296778,-115.5096525,45,40,105,52,16,,
1,10/01/2021,14:57:09,32.6317019,-115.4989351,55,62,105,54,35,,
3,23/08/2021,15:57:09,32.6285938,-115.5098061,37,58,100,54,11,,
1,08/01/2021,16:57:09,32.6188320,-115.4990699,41,58,100,50,29,,
1,21/03/2021,17:57:09,32.6350541,-115.5027582,39,41,102,51,8,,
1,24/04/2021,18:57:09,32.6239837,-115.5067587,54,52,102,52,8,,
1,05/06/2021,19:57:09,32.6228545,-115.5054772,52,62,105,52,29,,
1,02/03/2021,20:57:09,32.6193110,-115.5093861,50,40,101,51,22,,
1,18/05/2021,21:57:09,32.6274056,-115.5074259,45,51,100,51,23,,
1,31/12/2021,22:57:09,32.6246218,-115.5074449,36,43,103,54,28,,
3,11/08/2021,23:57:09,32.6172604,-115.5011201,41,53,100,56,25,,
3,22/05/2021,00:57:09,32.6270068,-115.5021612,45,48,104,53,27,,
3,11/11/2021,01:57:09,32.6282356,-115.508009,51,46,103,51,24,,
3,10/12/2021,02:57:09,32.6306940,-115.4989752,47,51,102,56,12,,
3,02/11/2021,03:57:09,32.6177160,-115.5054442,53,52,104,55,20,,
3,28/04/2021,04:57:09,32.6299776,-115.5026442,54,62,105,51,35,,
2,03/09/2021,05:57:09,32.6286629,-115.5060925,46,63,100,54,29,,
3,09/12/2021,06:57:09,32.6208658,-115.4999148,37,61,101,51,17,,
1,31/01/2021,07:57:09,32.6365596,-115.5031889,45,48,100,56,27,,
3,03/07/2021,08:57:09,32.6215874,-115.5036072,43,55,100,52,30,,
1,26/02/2021,09:57:09,32.6266980,-115.5018097,50,51,102,53,26,,
3,29/03/2021,10:57:09,32.6334088,-115.5021557,46,40,100,50,8,,
2,09/07/2021,11:57:09,32.6332993,-115.5024892,52,55,104,53,19,,
1,02/04/2021,12:57:09,32.6316144,-115.5003156,35,55,103,55,11,,
2,04/05/2021,13:57:09,32.6174109,-115.5049681,35,55,100,56,21,,
3,09/06/2021,14:57:09,32.6343744,-115.5009375,50,54,103,53,16,,
3,10/11/2021,15:57:09,32.6333431,-115.5041088,38,50,104,55,20,,
2,16/02/2021,16:57:09,32.6363428,-115.5072387,53,40,105,53,21,,
1,05/03/2021,17:57:09,32.6233825,-115.5001659,48,45,104,56,9,,
3,15/04/2021,18:57:09,32.6336599,-115.4994574,48,57,105,53,13,,
3,17/06/2021,19:57:09,32.6381737,-115.5019903,37,50,104,56,34,,
1,11/06/2021,20:57:09,32.6173446,-115.504484,52,58,104,54,33,,
2,21/06/2021,21:57:09,32.6224155,-115.4999972,41,48,105,53,21,,
1,31/05/2021,22:57:09,32.6270918,-115.5072555,43,45,102,51,12,,
3,29/06/2021,23:57:09,32.6312705,-115.5028832,51,54,100,51,27,,
2,04/11/2021,00:57:09,32.6263900,-115.5065956,47,44,105,54,18,,
1,21/10/2021,01:57:09,32.6202938,-115.5077557,54,42,100,54,34,,
3,04/04/2021,02:57:09,32.6205472,-115.5026051,43,61,103,50,16,,
2,02/07/2021,03:57:09,32.6289349,-115.5076737,39,41,104,54,17,,
2,28/12/2021,04:57:09,32.6377826,-115.4995713,41,59,105,52,16,,
2,12/07/2021,05:57:09,32.6223271,-115.5082522,45,56,105,50,13,,
2,03/11/2021,06:57:09,32.6349815,-115.5021146,42,40,102,50,23,,
3,04/10/2021,07:57:09,32.6323190,-115.5019776,55,47,100,55,31,,
1,17/02/2021,08:57:09,32.6261567,-115.5095167,36,52,105,54,32,,
3,26/03/2021,09:57:09,32.6252281,-115.5028457,38,46,100,56,29,,
2,11/12/2021,10:57:09,32.6301082,-115.505089,36,52,105,52,19,,
2,25/05/2021,11:57:09,32.6319331,-115.50109,43,54,105,51,33,,
1,03/06/2021,12:57:09,32.6211565,-115.5063285,48,58,105,52,11,,
1,23/11/2021,13:57:09,32.6247302,-115.506538,47,62,105,51,33,,
3,04/05/2021,14:57:09,32.6178341,-115.5091377,42,51,100,56,19,,
1,06/07/2021,15:57:09,32.6344756,-115.4994483,35,50,104,51,21,,
1,06/11/2021,16:57:09,32.6301706,-115.5044962,38,59,100,56,16,,
1,29/03/2021,17:57:09,32.6276431,-115.5065052,52,47,102,50,19,,
3,01/03/2021,18:57:09,32.6295082,-115.4991624,49,49,105,53,9,,
2,27/09/2021,19:57:09,32.6353215,-115.5071366,49,50,104,52,9,,
2,12/04/2021,20:57:09,32.6182388,-115.5007406,53,46,105,53,24,,
2,24/03/2021,21:57:09,32.6267175,-115.5077003,49,42,103,55,29,,
2,09/03/2021,22:57:09,32.6356398,-115.5001599,53,58,104,53,24,,
1,29/04/2021,23:57:09,32.6362215,-115.5062237,36,63,104,52,30,,
2,13/03/2021,00:57:09,32.6381749,-115.4996216,38,62,102,55,9,,
3,19/02/2021,01:57:09,32.6273398,-115.5056964,41,40,103,52,28,,
2,01/03/2021,02:57:09,32.6216094,-115.5036709,44,41,101,54,18,,
2,31/07/2021,03:57:09,32.6296515,-115.5001206,35,49,104,56,11,,
3,12/04/2021,04:57:09,32.6256366,-115.509424,48,53,104,55,8,,
2,06/06/2021,05:57:09,32.6279051,-115.5026085,52,54,103,55,30,,
2,20/09/2021,06:57:09,32.6188470,-115.499104,44,62,103,51,34,,
1,16/12/2021,07:57:09,32.6320570,-115.5063946,50,52,100,52,34,,
2,06/10/2021,08:57:09,32.6299073,-115.5051924,41,62,101,52,13,,
2,31/08/2021,09:57:09,32.6315134,-115.5063635,43,41,103,50,24,,
3,20/02/2021,10:57:09,32.6367925,-115.5088526,49,64,104,53,13,,
3,04/02/2021,11:57:09,32.6197152,-115.5071946,54,60,105,56,12,,
1,20/09/2021,12:57:09,32.6330295,-115.5069677,46,48,105,50,25,,
1,02/06/2021,13:57:09,32.6183996,-115.5051139,41,48,104,50,12,,
2,01/05/2021,14:57:09,32.6249401,-115.50057,52,54,101,55,33,,
3,11/04/2021,15:57:09,32.6203255,-115.507793,35,49,102,56,21,,
2,14/10/2021,16:57:09,32.6203997,-115.5021093,45,53,103,51,29,,
1,17/02/2021,17:57:09,32.6243274,-115.5103349,52,60,103,51,20,,
2,13/07/2021,18:57:09,32.6271826,-115.5075458,39,56,105,54,11,,
3,19/06/2021,19:57:09,32.6237726,-115.5017097,40,41,100,51,32,,
1,26/09/2021,20:57:09,32.6337725,-115.5053576,51,62,104,56,9,,
2,15/09/2021,21:57:09,32.6371423,-115.5070617,39,49,104,50,29,,
3,24/09/2021,22:57:09,32.6280445,-115.502535,54,54,101,55,17,,
3,25/06/2021,23:57:09,32.6172211,-115.5043524,41,52,100,52,30,,
2,23/02/2021,00:57:09,32.6277687,-115.499185,41,51,102,55,12,,
3,08/11/2021,01:57:09,32.6240383,-115.5081085,39,51,105,54,34,,
3,08/05/2021,02:57:09,32.6210983,-115.5002115,35,55,105,55,15,,
2,02/06/2021,03:57:09,32.6272574,-115.5076004,52,44,103,50,23,,
2,11/08/2021,04:57:09,32.6315887,-115.5058154,49,42,102,53,15,,
3,26/02/2021,05:57:09,32.6298641,-115.5024293,47,44,102,50,21,,
1,25/05/2021,06:57:09,32.6308386,-115.5099567,50,64,100,50,17,,
2,20/09/2021,07:57:09,32.6376990,-115.50793,43,59,103,50,19,,
3,29/11/2021,08:57:09,32.6280880,-115.5018961,37,59,103,54,35,,
3,01/04/2021,09:57:09,32.6204259,-115.5037452,36,50,104,54,11,,
3,02/03/2021,10:57:09,32.6206088,-115.5013843,53,59,105,50,20,,
2,25/10/2021,11:57:09,32.6262985,-115.505991,39,44,102,56,13,,
1,14/11/2021,12:57:09,32.6210614,-115.501573,42,56,102,50,19,,
3,17/11/2021,13:57:09,32.6284760,-115.5058402,54,60,105,55,8,,
3,09/10/2021,14:57:09,32.6249653,-115.5055347,52,46,101,54,9,,
1,05/03/2021,15:57:09,32.6380438,-115.5091671,36,51,105,54,12,,
2,10/02/2021,16:57:09,32.6217000,-115.500618,51,57,101,53,8,,
2,14/03/2021,17:57:09,32.6173822,-115.5052674,44,46,101,54,20,,
1,14/01/2021,18:57:09,32.6222227,-115.4999115,46,53,103,56,24,,
1,24/02/2021,19:57:09,32.6258214,-115.5017642,52,54,101,52,33,,
2,19/09/2021,20:57:09,32.6364041,-115.5023301,40,47,103,50,18,,
2,03/05/2021,21:57:09,32.6242401,-115.5079816,39,46,102,56,29,,
1,13/12/2021,22:57:09,32.6368489,-115.5060521,50,45,101,53,8,,
3,07/07/2021,23:57:09,32.6310323,-115.5060237,36,45,102,56,19,,
3,17/11/2021,00:57:09,32.6183758,-115.5060592,47,56,102,55,8,,
1,11/11/2021,01:57:09,32.6317046,-115.5032058,46,58,101,53,22,,
2,18/03/2021,02:57:09,32.6206006,-115.5102413,39,59,102,50,27,,
2,10/09/2021,03:57:09,32.6261653,-115.5098352,45,61,100,55,24,,
2,04/08/2021,04:57:09,32.6183548,-115.5014474,37,46,101,51,33,,
3,13/08/2021,05:57:09,32.6346997,-115.5097818,50,63,105,50,13,,
2,27/02/2021,06:57:09,32.6302938,-115.5018586,54,40,105,55,22,,
1,23/08/2021,07:57:09,32.6376801,-115.5011118,41,60,100,53,24,,
2,26/02/2021,08:57:09,32.6279110,-115.5026345,43,52,101,56,32,,
2,03/07/2021,09:57:09,32.6379624,-115.5093232,52,41,103,55,34,,
2,23/06/2021,10:57:09,32.6359801,-115.5085964,52,62,102,54,17,,
2,08/03/2021,11:57:09,32.6244472,-115.5013392,41,60,105,52,26,,
1,21/11/2021,12:57:09,32.6180840,-115.5071334,51,60,105,55,25,,
3,09/11/2021,13:57:09,32.6266650,-115.4993943,49,40,105,52,35,,
2,15/12/2021,14:57:09,32.6379513,-115.5054444,48,57,100,50,11,,
2,12/01/2021,15:57:09,32.6382237,-115.5071653,54,46,103,56,9,,
3,10/09/2021,16:57:09,32.6312160,-115.5001782,40,52,104,51,9,,
2,26/03/2021,17:57:09,32.6373023,-115.5093987,44,64,100,53,10,,
2,19/06/2021,18:57:09,32.6296269,-115.5038697,47,41,100,51,27,,
1,30/09/2021,19:57:09,32.6283545,-115.5008372,42,62,100,51,27,,
2,15/04/2021,20:57:09,32.6315249,-115.5073594,46,57,104,51,35,,
3,02/11/2021,21:57:09,32.6351491,-115.5020107,54,53,102,52,12,,
2,07/08/2021,22:57:09,32.6250095,-115.5079119,44,62,102,56,14,,
3,26/10/2021,23:57:09,32.6255530,-115.5093216,44,49,104,54,8,,
1,18/12/2021,00:57:09,32.6320491,-115.5004047,39,46,104,51,11,,
1,01/11/2021,01:57:09,32.6313504,-115.5074417,39,50,103,56,17,,
2,28/06/2021,02:57:09,32.6338512,-115.5084286,47,55,103,55,34,,
2,05/03/2021,03:57:09,32.6382177,-115.5039086,54,57,102,52,31,,
3,13/08/2021,04:57:09,32.6230065,-115.5045482,55,48,101,50,27,,
2,27/01/2021,05:57:09,32.6186787,-115.5013188,52,57,103,53,29,,
1,01/10/2021,06:57:09,32.6211268,-115.4988949,54,45,104,53,35,,
1,10/04/2021,07:57:09,32.6203770,-115.5094147,55,52,100,55,16,,
2,22/07/2021,08:57:09,32.6258403,-115.5079959,43,57,101,53,13,,
1,14/04/2021,09:57:09,32.6352107,-115.5001013,44,58,104,54,17,,
2,15/05/2021,10:57:09,32.6240382,-115.5080684,41,41,103,55,12,,
1,15/01/2021,11:57:09,32.6174137,-115.502816,55,40,100,54,11,,
2,15/04/2021,12:57:09,32.6262118,-115.5088583,35,62,105,52,27,,
3,25/03/2021,13:57:09,32.6365848,-115.5101473,43,64,101,50,24,,
1,15/09/2021,14:57:09,32.6184844,-115.4997497,50,47,103,56,21,,
1,29/06/2021,15:57:09,32.6356612,-115.5031615,39,52,103,56,24,,
2,29/12/2021,16:57:09,32.6287317,-115.5062973,46,64,102,51,17,,
1,31/10/2021,17:57:09,32.6213607,-115.5013729,49,52,100,56,33,,
3,28/05/2021,18:57:09,32.6336501,-115.5016936,55,46,102,51,16,,
1,27/04/2021,19:57:09,32.6361149,-115.5027688,43,64,100,51,20,,
1,02/03/2021,20:57:09,32.6374503,-115.5026091,54,60,103,51,13,,
3,02/04/2021,21:57:09,32.6258007,-115.4995123,50,43,103,50,19,,
2,01/08/2021,22:57:09,32.6219903,-115.5082435,47,48,103,52,15,,
3,25/08/2021,23:57:09,32.6271481,-115.5059917,39,50,105,54,9,,
3,22/07/2021,00:57:09,32.6225987,-115.5019091,36,64,105,56,34,,
2,07/04/2021,01:57:09,32.6363249,-115.4987447,52,43,101,50,20,,
1,17/12/2021,02:57:09,32.6177434,-115.5021581,42,45,103,54,32,,
2,21/04/2021,03:57:09,32.6237863,-115.5018539,36,40,104,54,33,,
3,07/12/2021,04:57:09,32.6257244,-115.5013661,54,64,102,51,12,,
3,10/09/2021,05:57:09,32.6203333,-115.5075413,52,47,100,55,13,,
1,01/12/2021,06:57:09,32.6297206,-115.5092662,52,53,104,55,27,,
2,22/07/2021,07:57:09,32.6282224,-115.50668,37,58,103,54,24,,
1,25/12/2021,08:57:09,32.6258344,-115.4997328,48,60,104,54,28,,
2,07/02/2021,09:57:09,32.6175643,-115.5033921,36,43,105,54,18,,
1,09/05/2021,10:57:09,32.6214607,-115.4997992,48,59,105,50,15,,
3,07/06/2021,11:57:09,32.6171413,-115.5030708,50,46,101,56,11,,
2,25/11/2021,12:57:09,32.6319962,-115.5021231,45,55,102,54,34,,
1,23/09/2021,13:57:09,32.6212842,-115.5085577,40,42,100,54,17,,
3,07/01/2021,14:57:09,32.6248763,-115.5077179,36,58,100,56,9,,
2,25/06/2021,15:57:09,32.6181958,-115.5063444,37,51,100,50,29,,
3,28/06/2021,16:57:09,32.6246536,-115.5074507,55,54,102,56,17,,
2,06/12/2021,17:57:09,32.6340778,-115.5049436,42,40,103,53,35,,
1,29/07/2021,18:57:09,32.6373700,-115.5056689,38,60,102,56,15,,
3,03/10/2021,19:57:09,32.6195394,-115.5009958,55,47,102,52,19,,
3,04/03/2021,20:57:09,32.6320041,-115.5017839,51,50,102,50,29,,
3,29/01/2021,21:57:09,32.6171272,-115.499265,47,55,105,52,23,,
2,18/12/2021,22:57:09,32.6313566,-115.4995163,48,44,100,53,21,,
1,21/09/2021,23:57:09,32.6229839,-115.5044843,45,54,103,51,10,,
3,14/02/2021,00:57:09,32.6197552,-115.509941,42,64,105,52,13,,
3,10/09/2021,01:57:09,32.6295701,-115.5019143,49,57,105,55,23,,
2,14/11/2021,02:57:09,32.6323365,-115.5011897,55,59,101,54,15,,
1,21/08/2021,03:57:09,32.6322612,-115.5006347,37,48,104,53,20,,
2,13/06/2021,04:57:09,32.6364926,-115.5090972,51,47,101,56,33,,
3,23/04/2021,05:57:09,32.6272336,-115.5101241,38,63,104,52,30,,
3,22/11/2021,06:57:09,32.6371100,-115.5055206,55,57,105,55,25,,
3,13/12/2021,07:57:09,32.6380858,-115.5045188,55,42,105,56,13,,
1,05/06/2021,08:57:09,32.6364138,-115.504565,52,48,104,55,29,,
1,22/04/2021,09:57:09,32.6223726,-115.4995824,37,62,104,53,35,,
1,19/02/2021,10:57:09,32.6337876,-115.5023543,53,44,101,55,20,,
1,01/12/2021,11:57:09,32.6307388,-115.5055334,47,52,100,54,33,,
1,27/10/2021,12:57:09,32.6216715,-115.4992506,41,42,101,52,14,,
3,23/08/2021,13:57:09,32.6185711,-115.4987956,35,42,101,54,8,,
1,28/08/2021,14:57:09,32.6224527,-115.5042462,55,47,105,56,29,,
1,08/05/2021,15:57:09,32.6315578,-115.505803,37,60,102,53,10,,
2,28/10/2021,16:57:09,32.6236830,-115.5082262,47,64,101,53,19,,
3,20/08/2021,17:57:09,32.6311148,-115.4990491,41,60,100,51,8,,
3,19/05/2021,18:57:09,32.6363192,-115.4989058,36,60,105,56,16,,
2,16/09/2021,19:57:09,32.6221240,-115.5056278,42,45,101,50,35,,
1,18/07/2021,20:57:09,32.6286679,-115.5094953,55,42,104,52,22,,
1,26/12/2021,21:57:09,32.6289166,-115.5082916,42,55,102,54,29,,
1,18/04/2021,22:57:09,32.6264453,-115.5087497,50,60,100,56,30,,
1,30/06/2021,23:57:09,32.6314960,-115.5052659,54,60,102,55,29,,
2,28/09/2021,00:57:09,32.6207797,-115.508702,46,58,105,54,26,,
1,30/07/2021,01:57:09,32.6215549,-115.5026552,48,51,101,55,24,,
1,21/08/2021,02:57:09,32.6177866,-115.5098804,51,50,104,55,16,,
2,23/05/2021,03:57:09,32.6206143,-115.5022163,40,62,102,55,18,,
2,20/04/2021,04:57:09,32.6379124,-115.503897,42,53,103,54,23,,
1,08/03/2021,05:57:09,32.6264739,-115.5067074,39,51,101,54,27,,
2,03/02/2021,06:57:09,32.6171571,-115.5091485,44,43,104,50,8,,
2,05/05/2021,07:57:09,32.6243299,-115.5026775,38,55,101,51,16,,
2,28/10/2021,08:57:09,32.6333581,-115.5000913,52,60,105,54,8,,
1,05/02/2021,09:57:09,32.6263265,-115.4987872,35,62,101,54,17,,
3,06/01/2021,10:57:09,32.6190744,-115.5012625,44,53,103,54,21,,
1,10/02/2021,11:57:09,32.6335347,-115.5088039,46,49,101,52,21,,
