name,measurementDate,measurementTime,Latitude,Longitude,Temperature,Humidity,Pression,PM25,PM10,
1,22/10/2020,11:57:09,32.6344698,-115.5058667,18,23,100,92,181,
1,18/08/2020,12:57:09,32.6251353,-115.5090035,52,6,103,39,74,
3,24/02/2020,13:57:09,32.6218851,-115.5018279,1,60,102,107,224,
1,25/10/2020,14:57:09,32.6270560,-115.5055336,16,28,101,51,123,
2,26/02/2020,15:57:09,32.6304920,-115.5081619,1,76,100,167,182,
1,24/09/2020,16:57:09,32.6273052,-115.5085174,37,5,103,41,68,
2,02/07/2020,17:57:09,32.6367205,-115.5046635,43,7,100,40,50,
1,09/09/2020,18:57:09,32.6223095,-115.4997329,37,5,101,43,46,
1,01/03/2020,19:57:09,32.6360511,-115.5044403,29,29,103,64,52,
1,21/05/2020,20:57:09,32.6325076,-115.5016237,26,29,100,66,64,
3,23/08/2020,21:57:09,32.6271550,-115.5064257,55,8,101,27,64,
1,20/05/2020,22:57:09,32.6214758,-115.5004526,26,24,100,24,99,
1,31/05/2020,23:57:09,32.6251549,-115.5093224,32,20,103,11,104,
1,01/09/2020,00:57:09,32.6282107,-115.5062383,55,10,100,25,41,
2,10/01/2020,01:57:09,32.6184636,-115.5066878,3,46,100,81,104,
3,08/09/2020,02:57:09,32.6274900,-115.5090758,35,8,100,44,40,
1,28/11/2020,03:57:09,32.6293314,-115.5062145,11,22,105,27,161,
3,10/01/2020,04:57:09,32.6237045,-115.5075432,11,77,105,42,254,
2,08/02/2020,05:57:09,32.6381750,-115.4987971,5,66,102,51,264,
3,19/11/2020,06:57:09,32.6199320,-115.5023827,13,24,102,53,100,
1,29/07/2020,07:57:09,32.6343171,-115.5060286,43,9,100,47,64,
3,02/01/2020,08:57:09,32.6338755,-115.5044095,12,75,105,70,158,
1,02/05/2020,09:57:09,32.6263628,-115.5075871,28,23,105,44,86,
3,23/07/2020,10:57:09,32.6240573,-115.5092403,53,7,100,24,63,
2,19/03/2020,11:57:09,32.6312957,-115.5024351,30,25,101,53,150,
2,12/08/2020,12:57:09,32.6271413,-115.5024011,54,8,101,51,63,
1,26/07/2020,13:57:09,32.6314706,-115.5030277,37,5,103,34,37,
1,19/04/2020,14:57:09,32.6207700,-115.509451,26,22,103,35,122,
2,10/04/2020,15:57:09,32.6209096,-115.5100959,28,27,104,57,62,
2,09/04/2020,16:57:09,32.6336152,-115.499263,32,23,103,89,157,
1,23/09/2020,17:57:09,32.6302170,-115.5057677,52,7,100,29,62,
1,11/05/2020,18:57:09,32.6371403,-115.5019192,30,24,103,12,144,
1,26/02/2020,19:57:09,32.6286924,-115.5074922,1,57,104,128,175,
1,21/09/2020,20:57:09,32.6236113,-115.4998494,42,10,104,25,75,
1,23/03/2020,21:57:09,32.6341384,-115.5003655,29,28,101,81,70,
1,17/06/2020,22:57:09,32.6262957,-115.5020165,45,8,103,24,56,
2,17/06/2020,23:57:09,32.6361142,-115.4998925,49,5,101,43,58,
2,09/02/2020,00:57:09,32.6287178,-115.5099408,11,60,104,109,244,
3,11/04/2020,01:57:09,32.6279652,-115.5044834,30,30,101,64,70,
3,09/06/2020,02:57:09,32.6337904,-115.5051637,41,5,104,36,45,
3,15/02/2020,03:57:09,32.6192777,-115.5041613,5,57,100,137,118,
1,05/03/2020,04:57:09,32.6192716,-115.5024121,32,29,102,86,77,
3,25/04/2020,05:57:09,32.6360475,-115.5102645,25,26,100,21,152,
3,21/09/2020,06:57:09,32.6217392,-115.5030624,43,7,103,43,55,
3,15/03/2020,07:57:09,32.6344006,-115.5074856,32,23,105,44,50,
3,26/09/2020,08:57:09,32.6338445,-115.5012626,41,10,104,50,71,
1,10/10/2020,09:57:09,32.6175891,-115.5062617,13,23,100,28,183,
1,11/06/2020,10:57:09,32.6324758,-115.5006604,55,6,104,37,68,
1,27/02/2020,11:57:09,32.6185740,-115.5043268,6,76,101,123,122,
1,10/10/2020,12:57:09,32.6344010,-115.5072213,12,26,100,31,122,
3,07/03/2020,13:57:09,32.6310261,-115.5005961,26,22,103,56,67,
3,22/12/2020,14:57:09,32.6191916,-115.5091388,14,22,105,57,125,
3,01/05/2020,15:57:09,32.6370776,-115.506109,32,25,100,99,79,
2,20/03/2020,16:57:09,32.6236907,-115.502957,27,24,101,100,104,
1,22/10/2020,17:57:09,32.6298860,-115.5043819,12,25,102,32,138,
1,18/08/2020,18:57:09,32.6207417,-115.5033903,48,5,104,36,58,
2,17/10/2020,19:57:09,32.6375609,-115.5073031,13,25,103,106,189,
1,28/04/2020,20:57:09,32.6371551,-115.5093936,27,27,102,56,88,
1,14/07/2020,21:57:09,32.6195709,-115.5039783,43,5,105,51,70,
2,07/02/2020,22:57:09,32.6321849,-115.5101863,8,56,100,56,209,
1,09/04/2020,23:57:09,32.6353199,-115.5069245,32,25,104,22,122,
3,01/07/2020,00:57:09,32.6260146,-115.5025594,45,8,105,49,50,
2,10/08/2020,01:57:09,32.6370060,-115.5083572,53,10,104,27,55,
1,21/11/2020,02:57:09,32.6281511,-115.5038238,20,26,103,38,131,
1,14/07/2020,03:57:09,32.6202261,-115.5019034,36,8,103,54,40,
1,08/05/2020,04:57:09,32.6351026,-115.5032946,25,21,104,22,111,
1,19/06/2020,05:57:09,32.6244175,-115.4999024,46,8,102,48,42,
3,22/08/2020,06:57:09,32.6274308,-115.5075172,44,5,102,27,68,
3,25/01/2020,07:57:09,32.6359615,-115.5083083,11,68,104,164,131,
2,02/01/2020,08:57:09,32.6274487,-115.5021506,2,77,101,34,262,
2,02/12/2020,09:57:09,32.6229726,-115.5003894,18,25,103,24,143,
2,09/02/2020,10:57:09,32.6201180,-115.5051655,3,60,104,140,170,
2,20/01/2020,11:57:09,32.6256637,-115.5015218,5,45,100,175,196,
1,09/06/2020,12:57:09,32.6299076,-115.4991872,47,9,105,44,57,
1,01/02/2020,13:57:09,32.6319628,-115.4988957,0,73,101,86,236,
2,18/10/2020,14:57:09,32.6259690,-115.5076709,18,24,104,100,141,
3,03/12/2020,15:57:09,32.6257218,-115.50829,19,23,100,107,205,
3,09/09/2020,16:57:09,32.6195229,-115.5024436,51,8,101,39,48,
1,16/07/2020,17:57:09,32.6284252,-115.5096125,44,9,101,45,44,
3,05/01/2020,18:57:09,32.6202185,-115.5055384,4,73,100,157,179,
2,24/10/2020,19:57:09,32.6383603,-115.5055614,19,25,104,64,109,
3,26/10/2020,20:57:09,32.6259314,-115.5076445,17,24,100,72,215,
2,22/07/2020,21:57:09,32.6277952,-115.5007188,51,5,103,29,59,
1,10/07/2020,22:57:09,32.6241277,-115.5081416,45,6,104,40,51,
3,01/02/2020,23:57:09,32.6346965,-115.5064893,0,62,101,146,219,
3,07/06/2020,00:57:09,32.6336627,-115.5034445,41,6,104,28,73,
1,02/12/2020,01:57:09,32.6305867,-115.5053242,20,23,100,79,169,
2,23/04/2020,02:57:09,32.6364635,-115.507977,27,26,105,54,69,
1,15/05/2020,03:57:09,32.6338893,-115.5039355,31,23,100,18,129,
1,20/06/2020,04:57:09,32.6240443,-115.5002035,49,7,101,31,38,
3,07/04/2020,05:57:09,32.6356028,-115.5046177,25,28,103,82,151,
1,02/02/2020,06:57:09,32.6170653,-115.5088544,9,69,105,123,207,
2,10/05/2020,07:57:09,32.6372747,-115.505169,28,20,104,82,98,
1,29/05/2020,08:57:09,32.6200635,-115.5033002,32,26,104,21,146,
3,23/07/2020,09:57:09,32.6208301,-115.5086767,43,5,103,52,45,
2,30/08/2020,10:57:09,32.6357976,-115.5069912,36,5,105,44,58,
3,15/04/2020,11:57:09,32.6178842,-115.5070358,26,27,102,62,54,
2,14/12/2020,12:57:09,32.6294397,-115.5014714,15,27,104,102,116,
1,09/12/2020,13:57:09,32.6228390,-115.5087813,12,27,105,74,131,
2,24/06/2020,14:57:09,32.6277056,-115.501321,51,9,103,29,67,
1,09/07/2020,15:57:09,32.6287035,-115.5088758,49,8,101,41,60,
2,25/02/2020,16:57:09,32.6196796,-115.5061514,11,72,103,45,209,
1,01/01/2020,17:57:09,32.6384617,-115.4990727,7,80,103,167,213,
2,11/02/2020,18:57:09,32.6317396,-115.4998484,12,63,104,62,209,
1,14/04/2020,19:57:09,32.6257310,-115.5020234,28,30,100,83,137,
2,09/12/2020,20:57:09,32.6264644,-115.5068198,14,21,100,18,192,
3,27/04/2020,21:57:09,32.6308905,-115.5002339,27,30,102,33,95,
1,07/11/2020,22:57:09,32.6171904,-115.5007313,18,28,101,46,107,
1,14/09/2020,23:57:09,32.6350906,-115.4998765,42,5,101,49,48,
1,03/01/2020,00:57:09,32.6245773,-115.5030281,10,45,103,124,187,
1,02/07/2020,01:57:09,32.6358144,-115.5014832,50,9,100,26,38,
1,06/03/2020,02:57:09,32.6326286,-115.5084121,28,24,104,35,141,
3,01/10/2020,03:57:09,32.6261095,-115.5045177,13,28,100,115,157,
2,16/11/2020,04:57:09,32.6224462,-115.504573,14,25,100,107,183,
1,18/12/2020,05:57:09,32.6369694,-115.4991403,13,26,102,34,211,
2,12/11/2020,06:57:09,32.6232886,-115.4990249,15,27,101,103,97,
2,03/02/2020,07:57:09,32.6170855,-115.5091788,7,42,105,121,235,
3,07/12/2020,08:57:09,32.6229157,-115.5036548,12,24,102,114,135,
3,22/06/2020,09:57:09,32.6211045,-115.4988294,35,5,103,47,65,
3,18/12/2020,10:57:09,32.6379314,-115.5053272,10,21,104,28,216,
3,01/03/2020,11:57:09,32.6343694,-115.50999,32,24,103,9,52,
3,17/04/2020,12:57:09,32.6312979,-115.5000166,30,21,102,42,48,
2,16/05/2020,13:57:09,32.6226423,-115.5100122,25,22,102,11,58,
3,28/03/2020,14:57:09,32.6241683,-115.5040352,27,30,101,26,79,
2,31/10/2020,15:57:09,32.6361851,-115.5011994,19,26,102,55,136,
3,19/11/2020,16:57:09,32.6357979,-115.5043748,16,24,105,66,154,
3,30/10/2020,17:57:09,32.6350876,-115.4992826,11,27,104,101,105,
1,23/05/2020,18:57:09,32.6374606,-115.5021648,28,23,103,26,84,
2,16/06/2020,19:57:09,32.6187013,-115.5096804,44,8,104,47,56,
3,25/01/2020,20:57:09,32.6177123,-115.5032376,10,60,104,142,124,
2,09/09/2020,21:57:09,32.6264074,-115.5048178,55,7,105,31,62,
3,09/03/2020,22:57:09,32.6334832,-115.5081662,30,27,104,37,138,
3,08/02/2020,23:57:09,32.6182890,-115.5052331,4,42,102,91,123,
1,14/03/2020,00:57:09,32.6179927,-115.5093936,30,22,100,93,47,
3,19/06/2020,01:57:09,32.6348371,-115.4987628,53,6,102,55,55,
1,22/03/2020,02:57:09,32.6188622,-115.5061379,26,25,105,7,95,
3,28/04/2020,03:57:09,32.6288592,-115.5035159,27,30,102,70,55,
3,28/10/2020,04:57:09,32.6327616,-115.5004532,10,21,105,70,214,
2,12/05/2020,05:57:09,32.6286881,-115.5011901,25,22,100,86,71,
2,11/12/2020,06:57:09,32.6253353,-115.5008235,16,25,100,90,194,
3,08/11/2020,07:57:09,32.6355805,-115.5048775,20,26,103,49,186,
3,12/08/2020,08:57:09,32.6308699,-115.5017005,53,5,105,39,68,
2,12/11/2020,09:57:09,32.6204900,-115.5074874,12,22,101,44,122,
3,24/08/2020,10:57:09,32.6175893,-115.5063971,43,7,105,45,61,
1,21/02/2020,11:57:09,32.6360820,-115.5006768,12,70,100,168,164,
1,27/02/2020,12:57:09,32.6180562,-115.4999487,7,78,102,105,178,
2,09/09/2020,13:57:09,32.6337404,-115.4993334,42,7,100,46,49,
1,29/02/2020,14:57:09,32.6218983,-115.5071802,0,66,102,163,215,
1,26/06/2020,15:57:09,32.6248919,-115.5062056,44,6,104,54,71,
2,05/09/2020,16:57:09,32.6176030,-115.5073922,50,5,105,55,36,
1,01/03/2020,17:57:09,32.6215925,-115.5003682,28,25,105,15,105,
2,24/03/2020,18:57:09,32.6317661,-115.5027545,26,20,104,47,41,
2,19/07/2020,19:57:09,32.6177544,-115.5100725,39,9,101,52,43,
2,19/01/2020,20:57:09,32.6203536,-115.5075654,7,48,103,60,233,
3,16/10/2020,21:57:09,32.6313209,-115.5024059,15,25,105,55,129,
1,14/08/2020,22:57:09,32.6196864,-115.5049622,46,9,105,37,42,
3,16/10/2020,23:57:09,32.6359952,-115.5055091,17,21,101,21,104,
2,03/05/2020,00:57:09,32.6374853,-115.500358,25,28,102,73,147,
2,30/10/2020,01:57:09,32.6244260,-115.500749,17,21,102,40,203,
1,11/03/2020,02:57:09,32.6313354,-115.5016638,28,22,103,87,62,
1,18/02/2020,03:57:09,32.6282789,-115.5080702,1,57,100,31,125,
3,05/01/2020,04:57:09,32.6317025,-115.5005325,2,71,104,25,116,
3,13/06/2020,05:57:09,32.6242158,-115.5003258,47,8,100,28,62,
3,22/07/2020,06:57:09,32.6235477,-115.5003616,53,6,104,38,60,
2,21/12/2020,07:57:09,32.6253890,-115.4995747,18,26,100,87,139,
1,27/08/2020,08:57:09,32.6296020,-115.5086884,52,6,103,52,69,
2,16/12/2020,09:57:09,32.6321940,-115.5083572,14,28,103,54,215,
3,16/06/2020,10:57:09,32.6351817,-115.5066733,36,7,105,41,51,
1,05/06/2020,11:57:09,32.6352239,-115.5086594,46,9,105,42,48,
3,21/02/2020,12:57:09,32.6252755,-115.5064245,12,52,100,56,216,
2,29/02/2020,13:57:09,32.6178587,-115.5100191,10,79,100,45,270,
1,31/10/2020,14:57:09,32.6222902,-115.5071443,10,25,104,36,115,
3,23/09/2020,15:57:09,32.6277724,-115.5040202,49,9,105,42,73,
1,17/09/2020,16:57:09,32.6176480,-115.5079701,45,6,105,48,52,
3,08/07/2020,17:57:09,32.6277930,-115.510123,54,7,105,47,38,
3,21/05/2020,18:57:09,32.6368647,-115.5099997,30,30,105,25,93,
1,18/09/2020,19:57:09,32.6375666,-115.4989334,52,9,101,43,42,
3,11/11/2020,20:57:09,32.6336084,-115.509933,18,21,102,36,101,
3,15/12/2020,21:57:09,32.6307272,-115.5102086,19,20,102,62,151,
3,06/05/2020,22:57:09,32.6317096,-115.5036969,28,27,105,48,70,
3,11/02/2020,23:57:09,32.6310488,-115.5080562,4,58,101,176,223,
2,31/01/2020,00:57:09,32.6217745,-115.5010754,1,41,102,136,204,
1,10/03/2020,01:57:09,32.6230641,-115.5043747,27,22,105,90,47,
2,22/12/2020,02:57:09,32.6332908,-115.5036683,16,20,104,95,92,
3,30/07/2020,03:57:09,32.6280397,-115.5078338,52,10,101,36,74,
3,19/08/2020,04:57:09,32.6184216,-115.5019109,37,9,105,29,75,
1,26/01/2020,05:57:09,32.6291745,-115.5071153,12,71,101,144,253,
1,19/01/2020,06:57:09,32.6343006,-115.5077634,10,72,103,176,188,
2,02/05/2020,07:57:09,32.6224324,-115.5036697,28,30,103,58,103,
1,28/05/2020,08:57:09,32.6269911,-115.4997222,30,25,100,53,115,
3,25/05/2020,09:57:09,32.6171101,-115.5041798,26,21,101,35,58,
2,26/02/2020,10:57:09,32.6249500,-115.4993467,12,69,102,50,239,
2,07/04/2020,11:57:09,32.6382799,-115.5012359,31,20,105,64,110,
3,05/05/2020,12:57:09,32.6346135,-115.5019143,28,24,103,16,91,
2,09/11/2020,13:57:09,32.6345697,-115.5084179,13,23,104,50,159,
3,25/05/2020,14:57:09,32.6221930,-115.5045779,29,30,102,28,50,
1,31/05/2020,15:57:09,32.6382837,-115.5058668,28,26,104,73,115,
2,17/11/2020,16:57:09,32.6280031,-115.5017038,15,26,102,92,212,
3,06/12/2020,17:57:09,32.6220493,-115.5022894,18,27,101,89,219,
2,13/12/2020,18:57:09,32.6348717,-115.5065917,17,24,104,79,163,
1,26/08/2020,19:57:09,32.6216644,-115.505266,51,8,103,29,38,
3,04/01/2020,20:57:09,32.6297727,-115.5088963,5,44,102,91,174,
2,28/11/2020,21:57:09,32.6248582,-115.5068594,14,24,100,99,196,
2,10/06/2020,22:57:09,32.6230671,-115.5005463,43,10,104,47,69,
2,14/12/2020,23:57:09,32.6360831,-115.5035288,18,28,100,110,212,
2,26/10/2020,00:57:09,32.6216088,-115.4989715,19,25,103,58,211,
2,15/10/2020,01:57:09,32.6351333,-115.501502,12,27,104,16,136,
1,24/04/2020,02:57:09,32.6238958,-115.4992294,29,27,105,42,90,
3,27/11/2020,03:57:09,32.6382009,-115.5043264,10,26,104,85,200,
2,13/05/2020,04:57:09,32.6374242,-115.5009797,32,24,102,88,126,
3,27/06/2020,05:57:09,32.6270028,-115.5013423,40,7,101,35,40,
2,10/05/2020,06:57:09,32.6274812,-115.5029676,27,23,103,33,67,
1,30/10/2020,07:57:09,32.6348960,-115.5011011,19,20,100,61,195,
1,31/12/2020,08:57:09,32.6285300,-115.504663,13,26,103,99,116,
2,05/09/2020,09:57:09,32.6210680,-115.504507,52,8,104,49,69,
1,28/03/2020,10:57:09,32.6285238,-115.50489,25,26,104,84,42,
2,22/09/2020,11:57:09,32.6287877,-115.50305,41,6,103,30,42,
1,17/08/2020,12:57:09,32.6328169,-115.5062892,48,9,101,26,46,
3,11/02/2020,13:57:09,32.6288486,-115.503178,4,74,100,91,176,
1,11/08/2020,14:57:09,32.6284885,-115.5071399,49,9,103,38,58,
3,04/05/2020,15:57:09,32.6346706,-115.5102792,28,27,101,26,50,
1,05/10/2020,16:57:09,32.6311350,-115.5071457,20,24,102,115,118,
1,11/05/2020,17:57:09,32.6171705,-115.5029119,27,21,100,70,102,
3,22/05/2020,18:57:09,32.6177159,-115.5036033,26,25,105,95,62,
2,10/03/2020,19:57:09,32.6297237,-115.4994495,26,23,100,27,125,
3,30/01/2020,20:57:09,32.6244937,-115.5082938,5,55,105,113,119,
1,05/06/2020,21:57:09,32.6251747,-115.5017189,38,8,101,49,60,
2,09/10/2020,22:57:09,32.6222877,-115.5014165,13,21,105,98,211,
1,15/05/2020,23:57:09,32.6279101,-115.4998002,27,30,104,68,140,
3,18/11/2020,00:57:09,32.6271317,-115.5078479,19,27,105,99,196,
2,22/02/2020,01:57:09,32.6292371,-115.5087573,7,56,102,103,160,
2,12/06/2020,02:57:09,32.6337104,-115.4992872,41,5,100,30,46,
1,26/08/2020,03:57:09,32.6214742,-115.5092016,52,10,102,33,48,
2,21/06/2020,04:57:09,32.6236479,-115.4989937,41,7,103,29,50,
3,02/10/2020,05:57:09,32.6329697,-115.505994,19,26,105,111,160,
3,15/05/2020,06:57:09,32.6328785,-115.5083184,26,26,101,38,43,
3,14/11/2020,07:57:09,32.6358832,-115.5070494,12,27,101,90,191,
1,24/12/2020,08:57:09,32.6347368,-115.5052698,20,27,103,106,114,
1,27/10/2020,09:57:09,32.6326361,-115.5073437,16,21,102,69,213,
2,27/06/2020,10:57:09,32.6192392,-115.5096851,46,5,103,29,65,
3,21/02/2020,11:57:09,32.6371807,-115.5022339,0,71,102,173,174,
2,07/05/2020,12:57:09,32.6175956,-115.5039089,32,23,102,25,110,
1,03/08/2020,13:57:09,32.6365440,-115.5077452,41,8,104,43,68,
3,01/01/2020,14:57:09,32.6239654,-115.5005641,4,50,103,107,121,
1,22/09/2020,15:57:09,32.6234344,-115.5026826,45,5,104,46,64,
2,24/11/2020,16:57:09,32.6183963,-115.5023662,12,28,102,95,120,
1,28/07/2020,17:57:09,32.6323943,-115.5050447,40,7,102,45,64,
3,30/09/2020,18:57:09,32.6289182,-115.5082546,44,7,100,28,38,
2,09/09/2020,19:57:09,32.6194549,-115.5060411,47,6,100,28,35,
1,08/02/2020,20:57:09,32.6244332,-115.506546,5,46,103,98,105,
2,05/06/2020,21:57:09,32.6281550,-115.5027105,54,7,105,52,72,
3,16/10/2020,22:57:09,32.6288124,-115.508858,11,22,103,93,111,
1,16/07/2020,23:57:09,32.6356273,-115.5031367,51,6,101,43,40,
1,07/12/2020,00:57:09,32.6319211,-115.507661,14,28,102,39,144,
3,09/11/2020,01:57:09,32.6325118,-115.5046071,10,27,102,31,105,
3,19/06/2020,02:57:09,32.6209296,-115.5093274,52,9,104,24,52,
3,15/10/2020,03:57:09,32.6197083,-115.504162,15,24,104,29,129,
2,16/04/2020,04:57:09,32.6170655,-115.5088582,31,29,103,76,117,
3,16/09/2020,05:57:09,32.6186031,-115.5009622,37,6,104,55,66,
1,30/01/2020,06:57:09,32.6333598,-115.5038721,11,43,100,39,248,
3,18/02/2020,07:57:09,32.6219634,-115.5087778,4,60,103,109,208,
3,12/12/2020,08:57:09,32.6300894,-115.5076555,12,27,105,76,129,
2,27/07/2020,09:57:09,32.6330764,-115.5065683,52,5,105,29,55,
2,27/12/2020,10:57:09,32.6354838,-115.5056482,13,28,102,20,163,
2,10/02/2020,11:57:09,32.6353732,-115.5045228,7,53,104,33,263,
1,17/09/2020,12:57:09,32.6210694,-115.5016856,43,8,102,42,47,
2,20/09/2020,13:57:09,32.6324860,-115.4999049,37,5,105,32,63,
2,30/09/2020,14:57:09,32.6200823,-115.5001481,51,8,103,42,55,
1,26/11/2020,15:57:09,32.6334340,-115.5059494,20,20,105,23,136,
1,12/04/2020,16:57:09,32.6321782,-115.4993751,26,20,101,86,100,
3,17/07/2020,17:57:09,32.6334790,-115.5060806,35,6,100,44,67,
1,11/03/2020,18:57:09,32.6268305,-115.5050237,28,26,100,66,153,
2,23/04/2020,19:57:09,32.6275628,-115.5085818,30,26,102,58,98,
2,10/08/2020,20:57:09,32.6177193,-115.5023272,51,6,103,43,68,
1,06/10/2020,21:57:09,32.6288727,-115.50394,13,21,104,76,100,
1,27/12/2020,22:57:09,32.6199473,-115.5097615,16,20,100,53,124,
2,07/03/2020,23:57:09,32.6185082,-115.505241,25,28,105,97,111,
3,12/10/2020,00:57:09,32.6318199,-115.50358,14,28,104,83,136,
2,06/02/2020,01:57:09,32.6366093,-115.501354,6,72,100,35,123,
2,07/08/2020,02:57:09,32.6256432,-115.5040776,54,9,105,39,41,
3,04/09/2020,03:57:09,32.6203797,-115.5055333,53,6,104,52,46,
3,11/07/2020,04:57:09,32.6328416,-115.5030959,45,9,100,52,48,
2,06/11/2020,05:57:09,32.6197625,-115.5005021,11,20,102,50,114,
3,14/03/2020,06:57:09,32.6239592,-115.4995452,26,25,100,93,93,
2,18/09/2020,07:57:09,32.6228237,-115.500795,55,10,101,46,36,
3,19/04/2020,08:57:09,32.6249105,-115.5091895,31,30,105,97,136,
2,23/05/2020,09:57:09,32.6241817,-115.503491,29,21,104,50,116,
2,25/04/2020,10:57:09,32.6368275,-115.501924,27,22,102,34,54,
2,30/11/2020,11:57:09,32.6215425,-115.5034054,17,27,103,88,109,
3,20/12/2020,12:57:09,32.6368339,-115.4987385,18,27,105,17,147,
1,08/11/2020,13:57:09,32.6190980,-115.5077792,18,20,104,43,220,
3,20/07/2020,14:57:09,32.6349418,-115.5097931,53,9,104,28,70,
2,06/12/2020,15:57:09,32.6208887,-115.5018644,17,24,100,82,152,
2,23/04/2020,16:57:09,32.6262455,-115.5024677,29,29,103,10,136,
3,23/05/2020,17:57:09,32.6269059,-115.5091602,27,29,104,75,88,
2,09/08/2020,18:57:09,32.6191856,-115.5036415,38,6,100,27,37,
1,07/10/2020,19:57:09,32.6203644,-115.5073954,17,25,105,74,171,
1,27/12/2020,20:57:09,32.6336308,-115.5001323,11,20,100,42,112,
2,13/12/2020,21:57:09,32.6383623,-115.5001703,11,25,101,78,196,
1,01/12/2020,22:57:09,32.6384466,-115.5051775,15,22,103,18,164,
1,14/03/2020,23:57:09,32.6174415,-115.5083676,26,20,103,21,70,
3,22/06/2020,00:57:09,32.6270810,-115.4989162,42,6,100,52,55,
3,31/05/2020,01:57:09,32.6275136,-115.5004209,25,30,101,23,134,
3,16/11/2020,02:57:09,32.6374250,-115.5038321,16,26,103,39,100,
3,02/01/2020,03:57:09,32.6186544,-115.5002192,2,49,105,123,157,
3,27/01/2020,04:57:09,32.6307421,-115.5025699,0,61,104,22,185,
1,23/06/2020,05:57:09,32.6258943,-115.5057991,37,6,100,40,35,
3,20/06/2020,06:57:09,32.6198950,-115.5102114,53,8,101,53,47,
3,13/11/2020,07:57:09,32.6316577,-115.5062203,13,28,104,60,149,
2,01/10/2020,08:57:09,32.6176633,-115.5053827,12,23,100,38,158,
3,22/05/2020,09:57:09,32.6271805,-115.5094913,26,26,103,15,144,
3,19/11/2020,10:57:09,32.6316342,-115.5062152,11,23,101,108,198,
3,16/01/2020,11:57:09,32.6302203,-115.5054445,11,46,102,166,165,
1,24/11/2020,12:57:09,32.6282260,-115.5008284,10,27,101,89,113,
3,15/12/2020,13:57:09,32.6339770,-115.5050448,14,23,100,88,152,
1,16/06/2020,14:57:09,32.6322532,-115.5078728,54,7,101,42,70,
1,10/10/2020,15:57:09,32.6270971,-115.502939,17,20,102,65,100,
2,26/10/2020,16:57:09,32.6218344,-115.5095746,13,27,105,49,158,
3,15/05/2020,17:57:09,32.6193688,-115.5040314,30,23,104,9,156,
2,25/11/2020,18:57:09,32.6170124,-115.5094522,15,27,104,30,172,
3,29/05/2020,19:57:09,32.6228395,-115.4997905,28,29,105,6,113,
2,24/02/2020,20:57:09,32.6171744,-115.5055643,12,55,104,169,247,
